X,Y,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
9500.00,8900.00,0.0255,0.0331,0.0526,0.067,0.2239,0.2239,0.2853,0.29,0.3415,0.0895,0.0108,0.2362,0.1258
9550.00,8900.00,0.0236,0.0288,0.0469,0.0549,0.2244,0.2244,0.293,0.2965,0.3474,0.0883,0.0109,0.2294,0.1183
9600.00,8900.00,0.0251,0.038,0.0601,0.0807,0.2107,0.2107,0.2613,0.2685,0.3207,0.0866,0.0109,0.2878,0.1585
9650.00,8900.00,0.0269,0.0393,0.0617,0.0826,0.2099,0.2099,0.2561,0.2635,0.3117,0.085,0.0109,0.29,0.1616
9700.00,8900.00,0.0274,0.0421,0.0648,0.0895,0.2121,0.2121,0.2579,0.2646,0.3129,0.0852,0.0108,0.2995,0.1697
9750.00,8900.00,0.0274,0.0418,0.0648,0.0904,0.2229,0.2229,0.2735,0.2803,0.331,0.0864,0.0108,0.3007,0.1673
9800.00,8900.00,0.0248,0.0318,0.0516,0.0622,0.228,0.228,0.285,0.2906,0.3386,0.0838,0.0108,0.2544,0.1311
9850.00,8900.00,0.0224,0.0263,0.0413,0.0453,0.1935,0.1935,0.2406,0.2442,0.286,0.0744,0.0108,0.2138,0.1085
9900.00,8900.00,0.0209,0.0248,0.0357,0.0407,0.1522,0.1522,0.1861,0.1882,0.2227,0.0635,0.0107,0.1945,0.1025
9200.00,8850.00,0.0198,0.0248,0.0369,0.0458,0.1443,0.1443,0.1786,0.1828,0.2171,0.0617,0.0108,0.227,0.1356
9250.00,8850.00,0.019,0.0227,0.0331,0.0408,0.1342,0.1342,0.1671,0.1707,0.2043,0.0595,0.0108,0.2306,0.141
9300.00,8850.00,0.0189,0.0223,0.0339,0.0392,0.1625,0.1625,0.2062,0.2095,0.2464,0.0632,0.0109,0.2167,0.1229
9350.00,8850.00,0.0205,0.0254,0.0417,0.0458,0.2186,0.2186,0.2786,0.2839,0.3288,0.0759,0.0109,0.2224,0.1155
9400.00,8850.00,0.0238,0.0336,0.0541,0.0682,0.2316,0.2316,0.2913,0.2982,0.3486,0.0878,0.0108,0.2522,0.1342
9450.00,8850.00,0.0258,0.0362,0.0568,0.0757,0.2189,0.2189,0.2741,0.2799,0.3312,0.0903,0.0108,0.253,0.1378
9500.00,8850.00,0.0241,0.0297,0.0478,0.057,0.2199,0.2199,0.2842,0.2872,0.3362,0.0909,0.0108,0.2197,0.1152
9550.00,8850.00,0.0238,0.0348,0.0555,0.0717,0.2183,0.2183,0.2768,0.2822,0.3336,0.0902,0.0109,0.2596,0.1407
9600.00,8850.00,0.0246,0.0369,0.0586,0.0777,0.2093,0.2093,0.2563,0.263,0.3117,0.0855,0.0109,0.2744,0.1509
9650.00,8850.00,0.0244,0.0302,0.0494,0.0566,0.2134,0.2134,0.2626,0.2659,0.3096,0.0814,0.0109,0.2368,0.1229
9700.00,8850.00,0.0237,0.031,0.0514,0.0567,0.2294,0.2294,0.2824,0.2859,0.3306,0.0812,0.0108,0.2384,0.122
9750.00,8850.00,0.0234,0.0303,0.0499,0.0554,0.2277,0.2277,0.2825,0.2858,0.3319,0.0803,0.0108,0.2354,0.1197
9800.00,8850.00,0.0217,0.0264,0.0418,0.0451,0.1975,0.1975,0.2453,0.2486,0.2889,0.0732,0.0107,0.2168,0.108
9850.00,8850.00,0.0206,0.0248,0.0351,0.0423,0.1423,0.1423,0.1727,0.1752,0.2084,0.062,0.0107,0.1983,0.1043
9900.00,8850.00,0.02,0.0234,0.0312,0.0389,0.1157,0.1157,0.1386,0.1413,0.1688,0.0528,0.0106,0.1854,0.1023
9000.00,8800.00,0.0187,0.0227,0.038,0.0362,0.2272,0.2272,0.2951,0.2988,0.3469,0.0865,0.0107,0.1949,0.0958
9050.00,8800.00,0.0189,0.0231,0.0377,0.0382,0.2137,0.2137,0.2765,0.2786,0.3257,0.085,0.0108,0.2099,0.1124
9100.00,8800.00,0.0193,0.0246,0.0394,0.0434,0.195,0.195,0.2474,0.2514,0.2938,0.0791,0.0108,0.2194,0.1188
9150.00,8800.00,0.0196,0.0237,0.035,0.0426,0.1471,0.1471,0.1847,0.1888,0.2227,0.0679,0.0108,0.2052,0.1176
9200.00,8800.00,0.0195,0.0221,0.03,0.0396,0.106,0.106,0.131,0.1332,0.1622,0.056,0.0108,0.2134,0.1372
9250.00,8800.00,0.019,0.0216,0.0296,0.0397,0.1052,0.1052,0.1307,0.1351,0.1634,0.0521,0.0108,0.2317,0.1496
9300.00,8800.00,0.0191,0.0213,0.0291,0.0381,0.1135,0.1135,0.1426,0.1447,0.1746,0.0533,0.0109,0.2258,0.1428
9350.00,8800.00,0.0209,0.0251,0.0369,0.0469,0.1565,0.1565,0.1971,0.1994,0.2376,0.0646,0.0109,0.2387,0.1413
9400.00,8800.00,0.024,0.0348,0.0542,0.0716,0.21,0.21,0.2617,0.2677,0.3156,0.0812,0.0109,0.2619,0.1448
9450.00,8800.00,0.0255,0.0351,0.0557,0.0695,0.2276,0.2276,0.2881,0.2924,0.3452,0.0917,0.0108,0.2464,0.1316
9500.00,8800.00,0.023,0.0285,0.0481,0.05,0.2477,0.2477,0.3249,0.3297,0.3843,0.098,0.0108,0.2154,0.1075
9550.00,8800.00,0.0221,0.0312,0.0526,0.0595,0.2454,0.2454,0.3124,0.3195,0.375,0.0971,0.0108,0.238,0.1226
9600.00,8800.00,0.022,0.0289,0.0474,0.0546,0.2163,0.2163,0.2689,0.2735,0.3199,0.0864,0.0108,0.2271,0.1187
9650.00,8800.00,0.0215,0.0278,0.0435,0.0499,0.1904,0.1904,0.2345,0.2361,0.2765,0.0752,0.0108,0.221,0.1136
9700.00,8800.00,0.0211,0.0272,0.0427,0.0473,0.1922,0.1922,0.2349,0.2373,0.2762,0.07,0.0108,0.2194,0.1105
9750.00,8800.00,0.0209,0.0253,0.039,0.0429,0.1796,0.1796,0.2198,0.2217,0.2595,0.0671,0.0107,0.2059,0.1034
9800.00,8800.00,0.0203,0.0246,0.0348,0.0419,0.1446,0.1446,0.1755,0.1779,0.2114,0.0609,0.0107,0.1984,0.1026
9850.00,8800.00,0.0199,0.0236,0.0315,0.0402,0.119,0.119,0.1424,0.1457,0.1737,0.0537,0.0106,0.1903,0.1036
9900.00,8800.00,0.0196,0.0231,0.0302,0.0393,0.1096,0.1096,0.1315,0.1359,0.1611,0.0481,0.0106,0.1971,0.1168
8800.00,8750.00,0.0173,0.0205,0.0355,0.0305,0.2332,0.2332,0.2979,0.2966,0.344,0.0889,0.0106,0.1694,0.0802
8850.00,8750.00,0.0172,0.0207,0.0352,0.0314,0.2241,0.2241,0.2848,0.2824,0.3309,0.0867,0.0106,0.1729,0.0849
8900.00,8750.00,0.0175,0.0214,0.037,0.032,0.2358,0.2358,0.3071,0.3049,0.3507,0.0873,0.0106,0.1774,0.0835
8950.00,8750.00,0.0185,0.0237,0.0382,0.0397,0.203,0.203,0.2607,0.2617,0.3084,0.0845,0.0106,0.1979,0.098
9000.00,8750.00,0.0189,0.0241,0.0394,0.041,0.2102,0.2102,0.2705,0.273,0.32,0.0842,0.0107,0.2053,0.1029
9050.00,8750.00,0.0189,0.0244,0.0401,0.0416,0.216,0.216,0.2773,0.2799,0.3271,0.0849,0.0108,0.2178,0.1132
9100.00,8750.00,0.0187,0.0231,0.0374,0.039,0.1991,0.1991,0.2535,0.2567,0.2988,0.0809,0.0107,0.2107,0.114
9150.00,8750.00,0.0188,0.0231,0.0341,0.0403,0.1495,0.1495,0.188,0.1904,0.225,0.0706,0.0107,0.2067,0.1239
9200.00,8750.00,0.0196,0.0242,0.0336,0.044,0.1227,0.1227,0.1526,0.155,0.1855,0.0601,0.0108,0.2223,0.1445
9250.00,8750.00,0.0197,0.0236,0.0319,0.0435,0.1093,0.1093,0.1354,0.1405,0.1682,0.055,0.0108,0.2349,0.1604
9300.00,8750.00,0.0201,0.0238,0.0315,0.0439,0.1036,0.1036,0.1279,0.1312,0.1598,0.0551,0.0108,0.2366,0.166
9350.00,8750.00,0.0223,0.0284,0.0405,0.0535,0.1476,0.1476,0.1834,0.1863,0.2224,0.0644,0.0109,0.2479,0.1565
9400.00,8750.00,0.0254,0.0367,0.0566,0.0744,0.2099,0.2099,0.26,0.2649,0.3124,0.0813,0.011,0.2678,0.1503
9450.00,8750.00,0.026,0.0356,0.0582,0.0679,0.2483,0.2483,0.315,0.3204,0.3767,0.0958,0.0109,0.249,0.1308
9500.00,8750.00,0.0229,0.0298,0.0535,0.0515,0.2826,0.2826,0.3671,0.376,0.4385,0.1056,0.0108,0.2256,0.1093
9550.00,8750.00,0.0209,0.0273,0.0493,0.0464,0.2714,0.2714,0.3462,0.3553,0.4132,0.1019,0.0107,0.2144,0.1028
9600.00,8750.00,0.0201,0.0242,0.0405,0.0407,0.212,0.212,0.266,0.2692,0.312,0.0849,0.0107,0.1956,0.0966
9650.00,8750.00,0.0201,0.0259,0.0383,0.0465,0.1568,0.1568,0.1921,0.1948,0.2288,0.0675,0.0108,0.2038,0.1057
9700.00,8750.00,0.0203,0.0249,0.0349,0.0438,0.136,0.136,0.1646,0.1668,0.198,0.0585,0.0108,0.1983,0.104
9750.00,8750.00,0.0199,0.0235,0.0324,0.0406,0.1313,0.1313,0.159,0.1613,0.1919,0.0558,0.0107,0.1914,0.0992
9800.00,8750.00,0.0197,0.0232,0.0314,0.04,0.1245,0.1245,0.15,0.154,0.1828,0.0532,0.0107,0.1904,0.1008
9850.00,8750.00,0.0195,0.0232,0.0306,0.0401,0.1135,0.1135,0.1362,0.1413,0.1671,0.0497,0.0107,0.2006,0.1171
9900.00,8750.00,0.019,0.0224,0.0284,0.0404,0.0934,0.0934,0.1123,0.1185,0.1417,0.045,0.0107,0.2332,0.1564
8650.00,8700.00,0.0182,0.0221,0.0378,0.0335,0.2287,0.2287,0.2909,0.2904,0.3392,0.0868,0.0106,0.1896,0.0871
8700.00,8700.00,0.0178,0.0206,0.0362,0.0303,0.2431,0.2431,0.3139,0.3128,0.3614,0.0884,0.0106,0.1773,0.0791
8750.00,8700.00,0.0174,0.0204,0.0371,0.0294,0.2553,0.2553,0.3288,0.3269,0.3749,0.0893,0.0105,0.1695,0.0747
8800.00,8700.00,0.0173,0.0206,0.0371,0.0297,0.254,0.254,0.3243,0.323,0.3723,0.0892,0.0105,0.167,0.0756
8850.00,8700.00,0.0172,0.0207,0.0369,0.0299,0.2496,0.2496,0.3201,0.3182,0.3677,0.0891,0.0105,0.1668,0.0767
8900.00,8700.00,0.0173,0.0209,0.0368,0.0307,0.2423,0.2423,0.3158,0.3136,0.3602,0.0891,0.0106,0.1713,0.0789
8950.00,8700.00,0.0178,0.0224,0.0366,0.0372,0.2026,0.2026,0.2587,0.2589,0.3042,0.0839,0.0106,0.1851,0.0919
9000.00,8700.00,0.0181,0.0225,0.037,0.038,0.2037,0.2037,0.2608,0.2619,0.3067,0.0826,0.0107,0.1888,0.0921
9050.00,8700.00,0.018,0.0239,0.0402,0.0413,0.2236,0.2236,0.2862,0.289,0.3363,0.0851,0.0108,0.2018,0.0973
9100.00,8700.00,0.0178,0.0222,0.0367,0.0369,0.2143,0.2143,0.2762,0.2785,0.3224,0.0845,0.0107,0.1951,0.0998
9150.00,8700.00,0.0177,0.0228,0.0355,0.0383,0.1843,0.1843,0.2352,0.2365,0.2762,0.078,0.0106,0.1987,0.1118
9200.00,8700.00,0.0187,0.0253,0.0387,0.0456,0.1735,0.1735,0.2191,0.2205,0.2576,0.0714,0.0107,0.2166,0.1288
9250.00,8700.00,0.0199,0.0249,0.0356,0.0449,0.1432,0.1432,0.179,0.1803,0.2147,0.0671,0.0107,0.229,0.1533
9300.00,8700.00,0.021,0.0249,0.0352,0.0438,0.1407,0.1407,0.1752,0.1752,0.2099,0.0687,0.0107,0.2249,0.1556
9350.00,8700.00,0.0231,0.0302,0.0466,0.0552,0.1897,0.1897,0.2354,0.2374,0.2784,0.076,0.0109,0.2405,0.1458
9400.00,8700.00,0.025,0.0364,0.0579,0.0696,0.2288,0.2288,0.2844,0.2873,0.3357,0.087,0.011,0.2572,0.1413
9450.00,8700.00,0.0245,0.0333,0.056,0.0599,0.2585,0.2585,0.3294,0.3337,0.3905,0.0969,0.0109,0.2314,0.119
9500.00,8700.00,0.022,0.0294,0.054,0.0511,0.2886,0.2886,0.3725,0.3817,0.4448,0.1056,0.0107,0.2214,0.1061
9550.00,8700.00,0.0201,0.0261,0.0471,0.0435,0.2633,0.2633,0.3353,0.3424,0.3976,0.0982,0.0107,0.2025,0.0968
9600.00,8700.00,0.0193,0.0231,0.037,0.0381,0.1871,0.1871,0.2345,0.2357,0.2738,0.0781,0.0108,0.1834,0.091
9650.00,8700.00,0.0194,0.0234,0.0329,0.0406,0.1312,0.1312,0.1589,0.1612,0.1909,0.0607,0.0108,0.1851,0.0969
9700.00,8700.00,0.0199,0.0235,0.0315,0.0402,0.118,0.118,0.1421,0.1448,0.1721,0.0534,0.0108,0.1873,0.1006
9750.00,8700.00,0.0199,0.0235,0.0311,0.0401,0.119,0.119,0.1436,0.1468,0.1742,0.0517,0.0108,0.1917,0.1031
9800.00,8700.00,0.0196,0.0229,0.0301,0.0395,0.1143,0.1143,0.1383,0.1429,0.1693,0.0494,0.0108,0.2011,0.1157
9850.00,8700.00,0.0191,0.0222,0.0279,0.0402,0.0922,0.0922,0.1119,0.1176,0.1421,0.0456,0.0108,0.2347,0.1564
9900.00,8700.00,0.0183,0.0203,0.0244,0.0392,0.0711,0.0711,0.0867,0.0933,0.1153,0.0412,0.0108,0.2678,0.1927
8450.00,8650.00,0.0173,0.0198,0.0337,0.0294,0.2079,0.2079,0.2635,0.263,0.3055,0.0792,0.0107,0.1583,0.0719
8500.00,8650.00,0.0166,0.0196,0.035,0.0281,0.2353,0.2353,0.301,0.3,0.3446,0.0837,0.0107,0.16,0.0706
8550.00,8650.00,0.0168,0.0203,0.0359,0.0291,0.244,0.244,0.3136,0.3134,0.3601,0.0887,0.0108,0.1709,0.075
8600.00,8650.00,0.0174,0.0205,0.0355,0.0301,0.233,0.233,0.2995,0.2993,0.3466,0.0889,0.0108,0.1744,0.0775
8650.00,8650.00,0.0174,0.0201,0.0342,0.029,0.2278,0.2278,0.295,0.2941,0.3418,0.0871,0.0107,0.171,0.0758
8700.00,8650.00,0.0172,0.0203,0.0344,0.03,0.224,0.224,0.2891,0.2888,0.3347,0.0858,0.0106,0.1711,0.0767
8750.00,8650.00,0.0172,0.0209,0.0357,0.0318,0.2183,0.2183,0.2777,0.2757,0.3218,0.0853,0.0105,0.1682,0.0776
8800.00,8650.00,0.0172,0.0203,0.0356,0.0301,0.2305,0.2305,0.2949,0.2924,0.3385,0.0861,0.0106,0.1625,0.0739
8850.00,8650.00,0.0171,0.02,0.0358,0.0292,0.2441,0.2441,0.3144,0.313,0.3604,0.0882,0.0106,0.1646,0.0738
8900.00,8650.00,0.0171,0.0204,0.0361,0.0302,0.2382,0.2382,0.3068,0.3058,0.3522,0.0882,0.0107,0.1701,0.0777
8950.00,8650.00,0.0171,0.0208,0.0355,0.0322,0.2148,0.2148,0.2746,0.2738,0.317,0.0842,0.0107,0.1724,0.0828
9000.00,8650.00,0.0173,0.0207,0.0354,0.0323,0.2114,0.2114,0.2702,0.269,0.3128,0.0831,0.0107,0.1703,0.0808
9050.00,8650.00,0.0175,0.0212,0.0368,0.0334,0.2238,0.2238,0.2854,0.2853,0.3315,0.0849,0.0107,0.1759,0.0823
9100.00,8650.00,0.0173,0.0208,0.0353,0.0321,0.2168,0.2168,0.2788,0.2775,0.3219,0.0852,0.0107,0.17,0.0809
9150.00,8650.00,0.017,0.0205,0.0341,0.0314,0.2071,0.2071,0.2662,0.2651,0.3069,0.0826,0.0106,0.1644,0.0797
9200.00,8650.00,0.0175,0.0211,0.0353,0.0335,0.2051,0.2051,0.2627,0.2611,0.3022,0.0807,0.0106,0.17,0.0852
9250.00,8650.00,0.0197,0.0245,0.04,0.0418,0.212,0.212,0.2693,0.2705,0.3122,0.0802,0.0106,0.2028,0.1124
9300.00,8650.00,0.0233,0.0303,0.0485,0.057,0.2196,0.2196,0.2751,0.2787,0.3226,0.0833,0.0107,0.2381,0.1357
9350.00,8650.00,0.026,0.0333,0.0541,0.0638,0.2306,0.2306,0.286,0.2893,0.3366,0.0871,0.0108,0.2513,0.1377
9400.00,8650.00,0.0256,0.0339,0.0553,0.063,0.2378,0.2378,0.2964,0.2978,0.3473,0.0909,0.0109,0.2418,0.1284
9450.00,8650.00,0.0226,0.0276,0.0476,0.0458,0.256,0.256,0.3289,0.3297,0.3814,0.0943,0.0109,0.2026,0.0996
9500.00,8650.00,0.0205,0.0257,0.0466,0.0424,0.2684,0.2684,0.3455,0.3512,0.406,0.0966,0.0108,0.2003,0.0944
9550.00,8650.00,0.0192,0.0239,0.0412,0.0389,0.2307,0.2307,0.2934,0.2984,0.3451,0.0869,0.0108,0.1894,0.0915
9600.00,8650.00,0.0186,0.0222,0.0332,0.0362,0.1603,0.1603,0.1999,0.2004,0.2338,0.0696,0.0109,0.1761,0.0888
9650.00,8650.00,0.0188,0.0223,0.0305,0.0379,0.1264,0.1264,0.1524,0.155,0.1831,0.0569,0.0109,0.1791,0.0937
9700.00,8650.00,0.0196,0.0233,0.0312,0.0403,0.1213,0.1213,0.1457,0.1499,0.1767,0.0524,0.0108,0.1905,0.1029
9750.00,8650.00,0.0198,0.024,0.0314,0.0418,0.1142,0.1142,0.1381,0.143,0.1696,0.0499,0.0108,0.2094,0.1214
9800.00,8650.00,0.0192,0.0228,0.0286,0.0414,0.0926,0.0926,0.1131,0.119,0.1438,0.0459,0.0109,0.2432,0.1598
9850.00,8650.00,0.0182,0.0202,0.0241,0.0389,0.0704,0.0704,0.0868,0.0933,0.1161,0.042,0.011,0.2735,0.1949
9900.00,8650.00,0.0176,0.0192,0.0225,0.0384,0.0637,0.0637,0.0786,0.0864,0.1073,0.0389,0.011,0.286,0.2064
8250.00,8600.00,0.0216,0.0271,0.0448,0.043,0.1907,0.1907,0.2341,0.2321,0.2706,0.0664,0.0106,0.1736,0.091
8300.00,8600.00,0.0208,0.0271,0.05,0.0443,0.2406,0.2406,0.2975,0.2981,0.3461,0.0836,0.0107,0.2113,0.105
8350.00,8600.00,0.0191,0.0236,0.0444,0.0369,0.2352,0.2352,0.2946,0.2946,0.3421,0.0864,0.0108,0.1935,0.0924
8400.00,8600.00,0.0181,0.0206,0.0362,0.0315,0.2069,0.2069,0.2608,0.2596,0.3026,0.0798,0.0107,0.1644,0.0763
8450.00,8600.00,0.0179,0.0203,0.0334,0.0316,0.19,0.19,0.2399,0.2386,0.2795,0.0754,0.0107,0.1562,0.0725
8500.00,8600.00,0.0177,0.0197,0.0342,0.0287,0.2252,0.2252,0.2889,0.2878,0.3336,0.0803,0.0107,0.1599,0.071
8550.00,8600.00,0.017,0.0204,0.0376,0.0286,0.2588,0.2588,0.3288,0.3279,0.3773,0.0902,0.0108,0.1703,0.0738
8600.00,8600.00,0.0171,0.0198,0.0358,0.0279,0.2481,0.2481,0.3182,0.3172,0.366,0.0908,0.0108,0.1664,0.0721
8650.00,8600.00,0.0171,0.0194,0.0336,0.0275,0.2343,0.2343,0.3038,0.3029,0.3504,0.088,0.0108,0.1648,0.0716
8700.00,8600.00,0.0169,0.0195,0.033,0.0288,0.2205,0.2205,0.2849,0.284,0.3306,0.087,0.0107,0.1664,0.0737
8750.00,8600.00,0.0168,0.0202,0.0346,0.0303,0.2211,0.2211,0.285,0.2848,0.3297,0.087,0.0106,0.1677,0.0758
8800.00,8600.00,0.0169,0.0208,0.0361,0.0319,0.2204,0.2204,0.2821,0.2813,0.3264,0.087,0.0106,0.1724,0.0789
8850.00,8600.00,0.0171,0.0205,0.0361,0.0321,0.2251,0.2251,0.2888,0.2892,0.336,0.0878,0.0106,0.1748,0.0798
8900.00,8600.00,0.0172,0.0209,0.0364,0.0334,0.2224,0.2224,0.2855,0.2866,0.3346,0.088,0.0107,0.1796,0.0828
8950.00,8600.00,0.0172,0.0209,0.0362,0.0334,0.2169,0.2169,0.2776,0.2784,0.3251,0.0864,0.0107,0.1768,0.0821
9000.00,8600.00,0.0173,0.021,0.0366,0.0336,0.2165,0.2165,0.2777,0.2775,0.324,0.0868,0.0106,0.1754,0.0818
9050.00,8600.00,0.0175,0.0217,0.0385,0.0352,0.2308,0.2308,0.296,0.2978,0.3471,0.0892,0.0107,0.1828,0.0847
9100.00,8600.00,0.0174,0.0216,0.0379,0.0346,0.2289,0.2289,0.2948,0.2954,0.3443,0.0904,0.0107,0.1778,0.0823
9150.00,8600.00,0.0168,0.02,0.0346,0.0303,0.223,0.223,0.2896,0.2878,0.3333,0.089,0.0106,0.1624,0.0744
9200.00,8600.00,0.0171,0.0198,0.0339,0.0297,0.2237,0.2237,0.2907,0.2874,0.333,0.0898,0.0106,0.1611,0.0741
9250.00,8600.00,0.0202,0.0277,0.0454,0.0509,0.2309,0.2309,0.2944,0.295,0.3435,0.0905,0.0106,0.2135,0.108
9300.00,8600.00,0.0255,0.0411,0.0647,0.087,0.2344,0.2344,0.2882,0.2939,0.3464,0.092,0.0107,0.2875,0.1574
9350.00,8600.00,0.0282,0.043,0.0676,0.0902,0.2339,0.2339,0.2847,0.2895,0.3416,0.0918,0.0108,0.2918,0.1618
9400.00,8600.00,0.026,0.037,0.0596,0.0718,0.2363,0.2363,0.2935,0.2948,0.3443,0.0915,0.0109,0.2499,0.1346
9450.00,8600.00,0.0218,0.0259,0.0452,0.0424,0.2463,0.2463,0.3129,0.3148,0.3635,0.0906,0.0109,0.198,0.0963
9500.00,8600.00,0.02,0.0241,0.0409,0.0398,0.2199,0.2199,0.2772,0.2795,0.3256,0.0852,0.0108,0.1951,0.0944
9550.00,8600.00,0.0193,0.0232,0.0367,0.0387,0.1808,0.1808,0.2252,0.2273,0.2659,0.0743,0.0109,0.1878,0.0943
9600.00,8600.00,0.0188,0.0218,0.0319,0.0363,0.1467,0.1467,0.18,0.1814,0.2129,0.0631,0.0109,0.1787,0.0914
9650.00,8600.00,0.0187,0.022,0.0303,0.0372,0.1291,0.1291,0.1567,0.1593,0.1883,0.0558,0.0109,0.1822,0.0961
9700.00,8600.00,0.019,0.0229,0.0304,0.0399,0.1178,0.1178,0.1427,0.1479,0.1753,0.0515,0.0108,0.2058,0.1186
9750.00,8600.00,0.0189,0.0226,0.0287,0.0419,0.0946,0.0946,0.1159,0.1222,0.1482,0.0472,0.0109,0.2522,0.1639
9800.00,8600.00,0.0184,0.0203,0.0245,0.0398,0.0717,0.0717,0.0894,0.0965,0.12,0.043,0.011,0.2866,0.2007
9850.00,8600.00,0.0176,0.019,0.0227,0.0381,0.0641,0.0641,0.0795,0.0877,0.1093,0.0399,0.0111,0.2955,0.2119
9900.00,8600.00,0.0173,0.0188,0.0223,0.037,0.0606,0.0606,0.0749,0.083,0.1029,0.0379,0.0111,0.2903,0.2091
8150.00,8550.00,0.0203,0.0231,0.0314,0.0327,0.1035,0.1035,0.1263,0.1205,0.1423,0.0463,0.0106,0.0931,0.0539
8200.00,8550.00,0.0215,0.0273,0.0447,0.0429,0.191,0.191,0.2357,0.2354,0.2726,0.0672,0.0106,0.1727,0.0894
8250.00,8550.00,0.0217,0.0286,0.0514,0.0462,0.2452,0.2452,0.3025,0.304,0.3525,0.0842,0.0106,0.2203,0.1089
8300.00,8550.00,0.0203,0.0258,0.0478,0.0413,0.2488,0.2488,0.3105,0.3101,0.3611,0.0925,0.0107,0.2111,0.1014
8350.00,8550.00,0.0188,0.0215,0.0403,0.0326,0.2424,0.2424,0.3053,0.3025,0.3506,0.0899,0.0107,0.18,0.083
8400.00,8550.00,0.0191,0.0224,0.0388,0.0359,0.2169,0.2169,0.2704,0.2695,0.3121,0.0806,0.0106,0.1766,0.0827
8450.00,8550.00,0.0204,0.0259,0.04,0.0443,0.1817,0.1817,0.2251,0.226,0.266,0.0732,0.0107,0.191,0.0941
8500.00,8550.00,0.0202,0.0237,0.0383,0.0377,0.2085,0.2085,0.263,0.2641,0.3072,0.0743,0.0107,0.1817,0.0858
8550.00,8550.00,0.018,0.0204,0.0365,0.029,0.2469,0.2469,0.3134,0.3137,0.3616,0.0831,0.0107,0.1677,0.0736
8600.00,8550.00,0.0173,0.0199,0.0348,0.0281,0.2361,0.2361,0.3013,0.3004,0.3481,0.0841,0.0107,0.1642,0.0722
8650.00,8550.00,0.0176,0.0205,0.0357,0.0304,0.2333,0.2333,0.2968,0.2988,0.3447,0.0822,0.0108,0.1748,0.0779
8700.00,8550.00,0.0176,0.02,0.0345,0.0301,0.2271,0.2271,0.2912,0.2934,0.3404,0.0829,0.0108,0.1728,0.0768
8750.00,8550.00,0.0171,0.0195,0.0343,0.0282,0.2391,0.2391,0.3123,0.3149,0.3612,0.0863,0.0108,0.1678,0.0729
8800.00,8550.00,0.0169,0.0208,0.0366,0.0315,0.234,0.234,0.301,0.3019,0.3496,0.0894,0.0107,0.1796,0.0802
8850.00,8550.00,0.0173,0.0211,0.0374,0.0334,0.2299,0.2299,0.2962,0.2985,0.347,0.091,0.0107,0.1838,0.0837
8900.00,8550.00,0.0175,0.0217,0.038,0.0353,0.2259,0.2259,0.2912,0.2947,0.3444,0.092,0.0108,0.1888,0.0874
8950.00,8550.00,0.0175,0.0217,0.0384,0.0348,0.2295,0.2295,0.2941,0.2962,0.3459,0.0922,0.0107,0.1877,0.0873
