X,Y,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
6250.00,7850.00,0.0196,0.023,0.0306,0.0431,0.1128,0.1128,0.1387,0.1445,0.1743,0.0543,0.0108,0.2216,0.1374
6300.00,7850.00,0.02,0.0234,0.0321,0.0429,0.1274,0.1274,0.1565,0.1625,0.1951,0.0572,0.0107,0.2139,0.1232
6350.00,7850.00,0.0203,0.0243,0.0343,0.0445,0.1417,0.1417,0.1742,0.18,0.2149,0.0611,0.0108,0.2186,0.1234
6400.00,7850.00,0.0201,0.023,0.033,0.0409,0.1437,0.1437,0.1768,0.1824,0.217,0.0622,0.0108,0.2113,0.1192
6450.00,7850.00,0.0196,0.0231,0.0316,0.0408,0.1336,0.1336,0.1634,0.1687,0.2023,0.061,0.0107,0.2075,0.1179
6500.00,7850.00,0.0191,0.0223,0.0294,0.041,0.1144,0.1144,0.1406,0.1467,0.1778,0.0573,0.0107,0.2172,0.1346
6550.00,7850.00,0.0188,0.022,0.0287,0.0429,0.1052,0.1052,0.1306,0.1381,0.1689,0.0552,0.0108,0.2416,0.1591
6600.00,7850.00,0.0192,0.0232,0.0302,0.0444,0.1113,0.1113,0.1379,0.1452,0.1762,0.0564,0.0108,0.2443,0.1554
6650.00,7850.00,0.0195,0.0242,0.0331,0.0445,0.1306,0.1306,0.161,0.1657,0.1992,0.0617,0.0108,0.2235,0.1287
6700.00,7850.00,0.0188,0.0218,0.0337,0.036,0.1763,0.1763,0.2219,0.2238,0.2635,0.0734,0.0108,0.1868,0.0943
6750.00,7850.00,0.0185,0.0235,0.04,0.0376,0.2293,0.2293,0.29,0.2924,0.3404,0.0873,0.0107,0.1907,0.0906
6800.00,7850.00,0.0193,0.0253,0.0446,0.0428,0.2459,0.2459,0.3101,0.3125,0.3659,0.0955,0.0107,0.2066,0.097
7300.00,7850.00,0.0278,0.0401,0.0579,0.0617,0.2084,0.2084,0.2573,0.2589,0.3005,0.0664,0.0106,0.2411,0.1372
7350.00,7850.00,0.0311,0.0406,0.0634,0.0652,0.2685,0.2685,0.3396,0.3435,0.399,0.0917,0.0108,0.2959,0.1609
7400.00,7850.00,0.0267,0.0345,0.0564,0.0582,0.2618,0.2618,0.3316,0.3338,0.3923,0.1004,0.0109,0.2734,0.1436
7450.00,7850.00,0.021,0.0257,0.0489,0.0389,0.2931,0.2931,0.3714,0.3706,0.4283,0.1032,0.0107,0.2131,0.1008
7500.00,7850.00,0.0176,0.0213,0.0428,0.0294,0.3016,0.3016,0.3892,0.3884,0.446,0.1046,0.0106,0.1796,0.0784
7550.00,7850.00,0.016,0.0186,0.0346,0.025,0.2683,0.2683,0.3531,0.3533,0.4078,0.0998,0.0106,0.1564,0.0666
7600.00,7850.00,0.0157,0.0189,0.0329,0.0262,0.2389,0.2389,0.3108,0.3113,0.3601,0.0912,0.0107,0.1558,0.0675
7650.00,7850.00,0.0159,0.0201,0.0338,0.0295,0.2064,0.2064,0.2613,0.2605,0.3043,0.0831,0.0107,0.16,0.072
7700.00,7850.00,0.016,0.0189,0.0317,0.0278,0.1913,0.1913,0.2419,0.2405,0.2806,0.0772,0.0107,0.1458,0.0656
7750.00,7850.00,0.0161,0.0192,0.0317,0.0284,0.1873,0.1873,0.2364,0.2351,0.274,0.0741,0.0107,0.1449,0.0656
7800.00,7850.00,0.0168,0.0211,0.0343,0.0332,0.1781,0.1781,0.2222,0.2224,0.2602,0.0696,0.0106,0.1602,0.0747
7850.00,7850.00,0.0169,0.0202,0.0332,0.0311,0.1794,0.1794,0.2248,0.2251,0.2636,0.0684,0.0106,0.1519,0.0701
7900.00,7850.00,0.0166,0.0189,0.0317,0.0277,0.1977,0.1977,0.2534,0.2532,0.2946,0.0713,0.0107,0.1441,0.0643
7950.00,7850.00,0.0167,0.0197,0.0343,0.0288,0.2257,0.2257,0.2938,0.2947,0.3419,0.0782,0.0108,0.1574,0.0694
8000.00,7850.00,0.0173,0.021,0.0387,0.031,0.2466,0.2466,0.3204,0.3223,0.375,0.0865,0.0108,0.1746,0.077
8050.00,7850.00,0.0183,0.0225,0.0421,0.0344,0.2563,0.2563,0.3318,0.3336,0.3887,0.0908,0.0108,0.1905,0.0858
8100.00,7850.00,0.0192,0.0238,0.0429,0.0366,0.2567,0.2567,0.3324,0.3337,0.3864,0.0913,0.0108,0.1998,0.0935
8150.00,7850.00,0.0192,0.0239,0.0428,0.036,0.2524,0.2524,0.3252,0.3255,0.3779,0.0915,0.0107,0.2111,0.097
8200.00,7850.00,0.0187,0.0244,0.0444,0.0378,0.2481,0.2481,0.3155,0.3162,0.3698,0.0927,0.0108,0.2214,0.1001
8250.00,7850.00,0.0183,0.0226,0.0409,0.0336,0.25,0.25,0.3224,0.3236,0.3752,0.0938,0.0109,0.204,0.0907
8300.00,7850.00,0.0179,0.0223,0.0386,0.033,0.2436,0.2436,0.3166,0.3168,0.3671,0.0939,0.0109,0.2001,0.0887
8350.00,7850.00,0.0181,0.0225,0.0385,0.0337,0.241,0.241,0.3142,0.314,0.3636,0.0935,0.0108,0.205,0.0915
8400.00,7850.00,0.018,0.0217,0.0371,0.0321,0.2376,0.2376,0.3101,0.3105,0.3595,0.0923,0.0108,0.1974,0.088
8450.00,7850.00,0.0177,0.0216,0.0369,0.0325,0.2343,0.2343,0.3055,0.3061,0.3552,0.0916,0.0108,0.1943,0.0869
8500.00,7850.00,0.0174,0.0213,0.0366,0.0326,0.2331,0.2331,0.3046,0.3075,0.3571,0.0914,0.0108,0.1897,0.0848
8550.00,7850.00,0.0174,0.0216,0.037,0.0342,0.2255,0.2255,0.2924,0.2966,0.3445,0.0907,0.0108,0.19,0.0862
8600.00,7850.00,0.0175,0.0215,0.0364,0.0341,0.2218,0.2218,0.2879,0.2919,0.3394,0.0909,0.0107,0.1896,0.0859
8650.00,7850.00,0.0172,0.0221,0.0376,0.0362,0.2221,0.2221,0.2864,0.2902,0.3383,0.0911,0.0107,0.1952,0.0891
8700.00,7850.00,0.0171,0.021,0.0364,0.0333,0.223,0.223,0.2888,0.2909,0.3386,0.0897,0.0107,0.1849,0.0832
8750.00,7850.00,0.0176,0.0204,0.0356,0.0318,0.2216,0.2216,0.2876,0.2896,0.3365,0.0879,0.0106,0.1775,0.0804
8800.00,7850.00,0.0183,0.0207,0.0361,0.032,0.2231,0.2231,0.2878,0.2894,0.3373,0.0891,0.0106,0.1747,0.0802
8850.00,7850.00,0.0189,0.0218,0.0392,0.0327,0.2441,0.2441,0.3164,0.3182,0.3698,0.0955,0.0107,0.178,0.0814
8900.00,7850.00,0.0194,0.0249,0.0467,0.0384,0.2722,0.2722,0.3494,0.3535,0.4102,0.1047,0.0107,0.1968,0.0908
8950.00,7850.00,0.0207,0.0284,0.0529,0.0474,0.284,0.284,0.361,0.3663,0.4269,0.1098,0.0107,0.2227,0.1051
9100.00,7850.00,0.0259,0.0392,0.0628,0.0819,0.2355,0.2355,0.2883,0.2932,0.3466,0.1003,0.0108,0.2741,0.1499
9150.00,7850.00,0.0275,0.043,0.0676,0.0922,0.2332,0.2332,0.2846,0.29,0.343,0.0954,0.0109,0.3007,0.1677
9200.00,7850.00,0.0272,0.0427,0.0674,0.0906,0.2349,0.2349,0.2864,0.2936,0.3464,0.0922,0.0108,0.3045,0.1688
9250.00,7850.00,0.0249,0.0385,0.061,0.0801,0.2221,0.2221,0.2715,0.2802,0.331,0.086,0.0109,0.2836,0.1562
9300.00,7850.00,0.0204,0.0273,0.0432,0.0532,0.1798,0.1798,0.2236,0.2328,0.2752,0.0728,0.0109,0.2427,0.1366
9350.00,7850.00,0.0172,0.0203,0.029,0.0404,0.1218,0.1218,0.1546,0.1631,0.1976,0.0589,0.0109,0.2645,0.1669
9400.00,7850.00,0.016,0.0183,0.0232,0.0401,0.0839,0.0839,0.1076,0.118,0.1474,0.0501,0.0109,0.3148,0.2158
9450.00,7850.00,0.0159,0.0179,0.022,0.041,0.0749,0.0749,0.0964,0.1084,0.1359,0.0472,0.0108,0.3346,0.234
9500.00,7850.00,0.0162,0.018,0.022,0.0411,0.0736,0.0736,0.0948,0.1069,0.1349,0.0473,0.0108,0.3328,0.2357
9550.00,7850.00,0.0168,0.0191,0.0239,0.0426,0.0829,0.0829,0.1057,0.1165,0.1462,0.0493,0.0109,0.3263,0.231
9600.00,7850.00,0.0176,0.0215,0.0278,0.047,0.0973,0.0973,0.1238,0.1361,0.1671,0.0523,0.011,0.3376,0.2364
9650.00,7850.00,0.0179,0.0215,0.0271,0.0475,0.0881,0.0881,0.1121,0.1249,0.155,0.0527,0.011,0.3621,0.2602
9700.00,7850.00,0.0181,0.0204,0.025,0.0437,0.0752,0.0752,0.0955,0.1058,0.133,0.0512,0.011,0.3547,0.256
9750.00,7850.00,0.0185,0.0211,0.0258,0.0438,0.0747,0.0747,0.0948,0.105,0.1318,0.0508,0.0109,0.364,0.2562
9800.00,7850.00,0.0195,0.0229,0.0284,0.0473,0.0829,0.0829,0.1049,0.1166,0.146,0.0537,0.0109,0.3966,0.2736
9850.00,7850.00,0.0209,0.025,0.0311,0.0511,0.0916,0.0916,0.1159,0.1274,0.1608,0.0596,0.0109,0.4101,0.2841
9900.00,7850.00,0.0238,0.0302,0.0381,0.0595,0.1113,0.1113,0.1381,0.1496,0.1851,0.0641,0.0109,0.3888,0.2736
5300.00,7800.00,0.018,0.0212,0.0268,0.0404,0.0833,0.0833,0.1027,0.1118,0.1387,0.0524,0.0109,0.2893,0.2164
5350.00,7800.00,0.0178,0.0195,0.0232,0.0368,0.0623,0.0623,0.0765,0.084,0.1051,0.0424,0.011,0.278,0.2182
5400.00,7800.00,0.0171,0.0178,0.0203,0.0317,0.0513,0.0513,0.062,0.067,0.0837,0.0363,0.0109,0.2299,0.1826
5450.00,7800.00,0.0161,0.0174,0.0195,0.0299,0.0471,0.0471,0.0565,0.06,0.0743,0.0322,0.0107,0.2003,0.1622
5500.00,7800.00,0.0156,0.017,0.0191,0.0295,0.0467,0.0467,0.0557,0.059,0.0726,0.0299,0.0107,0.1974,0.1581
5550.00,7800.00,0.016,0.0178,0.0201,0.0318,0.0494,0.0494,0.0593,0.0635,0.078,0.0298,0.0107,0.2135,0.1632
5600.00,7800.00,0.0168,0.0195,0.0221,0.0348,0.0534,0.0534,0.0639,0.0693,0.0855,0.0312,0.0108,0.2303,0.1755
5650.00,7800.00,0.017,0.0197,0.0223,0.0351,0.0543,0.0543,0.0649,0.0699,0.0863,0.032,0.0108,0.229,0.1749
5700.00,7800.00,0.0158,0.0172,0.0195,0.0319,0.051,0.051,0.062,0.067,0.083,0.032,0.0108,0.222,0.167
5750.00,7800.00,0.0149,0.0164,0.0186,0.0317,0.0523,0.0523,0.0637,0.0703,0.0873,0.0322,0.0108,0.234,0.1737
5800.00,7800.00,0.0148,0.0165,0.0189,0.0317,0.052,0.052,0.0634,0.0693,0.0865,0.0321,0.0108,0.2408,0.1809
5850.00,7800.00,0.0153,0.0167,0.0189,0.0318,0.0522,0.0522,0.0648,0.0709,0.0896,0.0319,0.0108,0.25,0.1881
5900.00,7800.00,0.018,0.0178,0.02,0.0333,0.0535,0.0535,0.0662,0.0721,0.0906,0.033,0.0108,0.2427,0.1845
5950.00,7800.00,0.0274,0.0264,0.0299,0.0446,0.0655,0.0655,0.0783,0.0812,0.1005,0.037,0.0108,0.2358,0.1864
6000.00,7800.00,0.0382,0.0538,0.0618,0.0847,0.1099,0.1099,0.1261,0.1301,0.1537,0.0452,0.0109,0.282,0.2326
6050.00,7800.00,0.0372,0.0499,0.0579,0.0793,0.1096,0.1096,0.1272,0.1317,0.1572,0.0477,0.0109,0.2862,0.2355
6100.00,7800.00,0.0271,0.0273,0.0335,0.0464,0.0994,0.0994,0.121,0.1255,0.1533,0.0501,0.0108,0.2498,0.1906
6150.00,7800.00,0.0195,0.0217,0.0304,0.0369,0.1302,0.1302,0.1619,0.1668,0.1985,0.0564,0.0108,0.2176,0.1431
6200.00,7800.00,0.0193,0.0233,0.0332,0.0412,0.1416,0.1416,0.1749,0.1796,0.212,0.0604,0.0108,0.2112,0.1259
6250.00,7800.00,0.02,0.0245,0.0337,0.0462,0.126,0.126,0.1546,0.159,0.1908,0.0599,0.0108,0.2194,0.1344
6300.00,7800.00,0.02,0.0247,0.0347,0.0456,0.1382,0.1382,0.1697,0.175,0.2091,0.0616,0.0108,0.2181,0.1251
6350.00,7800.00,0.0203,0.0262,0.0383,0.0473,0.1564,0.1564,0.1915,0.196,0.2327,0.0653,0.0108,0.2212,0.1193
6400.00,7800.00,0.0202,0.0252,0.0379,0.0456,0.163,0.163,0.2002,0.2051,0.2423,0.067,0.0108,0.2166,0.1164
6450.00,7800.00,0.0194,0.024,0.0355,0.0429,0.156,0.156,0.1909,0.196,0.2326,0.0668,0.0108,0.2058,0.1093
6500.00,7800.00,0.0189,0.0226,0.0324,0.0398,0.1409,0.1409,0.1724,0.1771,0.2107,0.065,0.0108,0.1993,0.1121
6550.00,7800.00,0.0185,0.0225,0.0319,0.0394,0.1386,0.1386,0.171,0.1752,0.209,0.0649,0.0108,0.2011,0.116
6600.00,7800.00,0.0186,0.0227,0.0327,0.0387,0.1479,0.1479,0.1835,0.1865,0.2226,0.0686,0.0108,0.1935,0.1061
6650.00,7800.00,0.0188,0.0221,0.0334,0.0369,0.1657,0.1657,0.2074,0.2088,0.2483,0.0748,0.0108,0.1839,0.0945
6700.00,7800.00,0.0187,0.021,0.0364,0.0321,0.2259,0.2259,0.2883,0.2895,0.3363,0.0854,0.0108,0.1747,0.0818
6750.00,7800.00,0.0186,0.0228,0.0425,0.0348,0.2721,0.2721,0.3464,0.3477,0.4023,0.0969,0.0107,0.1897,0.0866
6800.00,7800.00,0.0188,0.0235,0.0432,0.0369,0.2717,0.2717,0.3471,0.3479,0.405,0.102,0.0107,0.197,0.09
7250.00,7800.00,0.0214,0.0242,0.0311,0.0333,0.0962,0.0962,0.1158,0.1106,0.1327,0.0492,0.0105,0.1091,0.0648
7300.00,7800.00,0.0285,0.0457,0.0647,0.0728,0.2009,0.2009,0.2447,0.2492,0.2916,0.0666,0.0107,0.293,0.1706
7350.00,7800.00,0.0325,0.0475,0.0691,0.0816,0.2203,0.2203,0.2715,0.2781,0.3315,0.088,0.0108,0.3484,0.1991
7400.00,7800.00,0.0286,0.0369,0.0589,0.0643,0.2417,0.2417,0.3004,0.3048,0.3602,0.0954,0.0109,0.2895,0.1566
7450.00,7800.00,0.0236,0.0261,0.0493,0.0404,0.2861,0.2861,0.363,0.3642,0.4208,0.1005,0.0108,0.2142,0.1027
7500.00,7800.00,0.0198,0.0215,0.0413,0.0306,0.2812,0.2812,0.3655,0.366,0.4232,0.1017,0.0107,0.1781,0.0797
7550.00,7800.00,0.0171,0.0185,0.0335,0.0252,0.2575,0.2575,0.3409,0.3418,0.3958,0.0971,0.0107,0.1531,0.0654
7600.00,7800.00,0.0159,0.0186,0.0323,0.0256,0.2395,0.2395,0.3136,0.3146,0.3655,0.0912,0.0106,0.152,0.0653
7650.00,7800.00,0.0158,0.0193,0.0327,0.0275,0.2166,0.2166,0.2783,0.2772,0.3239,0.087,0.0106,0.1557,0.0687
7700.00,7800.00,0.0156,0.0183,0.0313,0.0255,0.2189,0.2189,0.2831,0.2837,0.3282,0.0836,0.0107,0.1465,0.0634
7750.00,7800.00,0.0156,0.0186,0.0313,0.0264,0.2105,0.2105,0.2699,0.2696,0.3126,0.0802,0.0106,0.1445,0.063
7800.00,7800.00,0.0159,0.0196,0.032,0.03,0.181,0.181,0.2271,0.2263,0.2646,0.072,0.0105,0.1498,0.0681
7850.00,7800.00,0.0164,0.0196,0.0319,0.0302,0.1741,0.1741,0.2171,0.2175,0.2547,0.0673,0.0105,0.1501,0.0686
7900.00,7800.00,0.0169,0.0197,0.0319,0.0305,0.1796,0.1796,0.2254,0.2263,0.2637,0.0662,0.0106,0.1536,0.0699
7950.00,7800.00,0.0174,0.0209,0.0344,0.0329,0.1907,0.1907,0.2409,0.2413,0.2822,0.0684,0.0108,0.1651,0.0758
8000.00,7800.00,0.0181,0.0213,0.037,0.0332,0.2137,0.2137,0.2722,0.2751,0.3195,0.0736,0.0108,0.1737,0.0789
8050.00,7800.00,0.0193,0.0261,0.0449,0.0459,0.2177,0.2177,0.273,0.2771,0.325,0.0781,0.0107,0.2113,0.1022
8100.00,7800.00,0.0203,0.0275,0.0459,0.0496,0.2113,0.2113,0.265,0.2669,0.3152,0.0805,0.0106,0.2229,0.1126
8150.00,7800.00,0.0196,0.0239,0.0412,0.0381,0.2266,0.2266,0.2899,0.2918,0.3396,0.0836,0.0107,0.2092,0.0996
8200.00,7800.00,0.019,0.0238,0.0428,0.0371,0.2355,0.2355,0.2989,0.3007,0.3516,0.0875,0.0108,0.2211,0.1019
8250.00,7800.00,0.0187,0.0236,0.0432,0.0367,0.2445,0.2445,0.3115,0.313,0.3656,0.0913,0.0108,0.2169,0.0982
8300.00,7800.00,0.0178,0.0215,0.0384,0.0318,0.2475,0.2475,0.3233,0.3245,0.3772,0.0942,0.0108,0.1919,0.0848
8350.00,7800.00,0.0177,0.0216,0.0373,0.033,0.2401,0.2401,0.3166,0.3182,0.3705,0.0942,0.0107,0.1911,0.0846
8400.00,7800.00,0.0175,0.0215,0.0367,0.0323,0.2356,0.2356,0.3086,0.3105,0.361,0.0925,0.0107,0.1906,0.0842
8450.00,7800.00,0.0172,0.0209,0.0361,0.0311,0.2344,0.2344,0.3069,0.3077,0.3579,0.0923,0.0108,0.1844,0.0814
8500.00,7800.00,0.0169,0.0209,0.0367,0.0326,0.2323,0.2323,0.3043,0.3071,0.3586,0.093,0.0108,0.1839,0.082
8550.00,7800.00,0.0171,0.0217,0.0377,0.0349,0.2284,0.2284,0.2982,0.3036,0.356,0.0944,0.0108,0.1861,0.0846
8600.00,7800.00,0.0176,0.0216,0.0371,0.0332,0.2341,0.2341,0.3078,0.3123,0.3655,0.0961,0.0107,0.1821,0.0829
8650.00,7800.00,0.0175,0.0208,0.0363,0.0313,0.2398,0.2398,0.3144,0.3181,0.3693,0.095,0.0107,0.1797,0.0812
8700.00,7800.00,0.0178,0.0208,0.036,0.0313,0.2312,0.2312,0.301,0.3019,0.3495,0.0914,0.0108,0.1739,0.0795
8750.00,7800.00,0.0189,0.0223,0.0374,0.034,0.2203,0.2203,0.284,0.2846,0.3303,0.0892,0.0107,0.1715,0.0819
8800.00,7800.00,0.0201,0.0253,0.0424,0.0392,0.2279,0.2279,0.2912,0.2922,0.3417,0.0924,0.0107,0.1825,0.0902
8850.00,7800.00,0.0205,0.0263,0.0475,0.0406,0.2653,0.2653,0.3418,0.3462,0.4018,0.1008,0.0107,0.1982,0.0944
8900.00,7800.00,0.0203,0.027,0.0504,0.0434,0.2795,0.2795,0.3584,0.3627,0.4233,0.109,0.0107,0.2127,0.0998
8950.00,7800.00,0.021,0.0289,0.0538,0.048,0.2878,0.2878,0.3669,0.3722,0.4344,0.1104,0.0107,0.2314,0.1098
9000.00,7800.00,0.0226,0.0305,0.0554,0.0537,0.2879,0.2879,0.3659,0.374,0.4374,0.109,0.0107,0.2382,0.1152
9050.00,7800.00,0.024,0.0332,0.0576,0.0633,0.2742,0.2742,0.3448,0.3547,0.4155,0.1056,0.0107,0.2396,0.1194
9100.00,7800.00,0.0247,0.0362,0.0602,0.0736,0.253,0.253,0.3153,0.3236,0.3796,0.1005,0.0108,0.2544,0.1326
9150.00,7800.00,0.0244,0.0374,0.0604,0.0782,0.2352,0.2352,0.2928,0.2996,0.3533,0.094,0.0109,0.2742,0.148
9200.00,7800.00,0.0227,0.0349,0.0564,0.0717,0.2192,0.2192,0.2728,0.2809,0.3308,0.0847,0.0109,0.2659,0.1444
9250.00,7800.00,0.0204,0.0284,0.0449,0.0569,0.1789,0.1789,0.2234,0.2315,0.274,0.0732,0.0108,0.2474,0.1404
9300.00,7800.00,0.0174,0.021,0.0296,0.0428,0.1165,0.1165,0.1476,0.156,0.1903,0.0587,0.0108,0.2611,0.1685
9350.00,7800.00,0.0157,0.0178,0.0223,0.0384,0.08,0.08,0.1035,0.1137,0.1429,0.0489,0.0109,0.2976,0.2066
9400.00,7800.00,0.0151,0.017,0.0205,0.0379,0.07,0.07,0.0902,0.102,0.1292,0.0454,0.0109,0.3142,0.2221
9450.00,7800.00,0.0154,0.0172,0.0207,0.0384,0.0698,0.0698,0.0901,0.1025,0.1294,0.0456,0.0108,0.32,0.2266
9500.00,7800.00,0.016,0.0176,0.0213,0.0373,0.0731,0.0731,0.0936,0.1045,0.1314,0.0467,0.0108,0.3001,0.2123
9550.00,7800.00,0.0166,0.0187,0.0238,0.0373,0.0876,0.0876,0.1102,0.1195,0.1461,0.0482,0.0109,0.2704,0.1849
9600.00,7800.00,0.0173,0.0202,0.026,0.0418,0.0917,0.0917,0.1152,0.1255,0.1544,0.0495,0.0109,0.2976,0.2053
9650.00,7800.00,0.0179,0.0215,0.0271,0.0474,0.0869,0.0869,0.1099,0.1223,0.1528,0.0512,0.0109,0.3589,0.2579
9700.00,7800.00,0.0183,0.022,0.0276,0.0481,0.0877,0.0877,0.1109,0.1237,0.1543,0.0539,0.0109,0.3779,0.2731
9750.00,7800.00,0.0188,0.0225,0.0285,0.0479,0.09,0.09,0.1138,0.1253,0.1569,0.0577,0.0108,0.3809,0.2695
9800.00,7800.00,0.0197,0.024,0.0309,0.0496,0.1006,0.1006,0.1276,0.1385,0.173,0.0639,0.0108,0.3857,0.2671
9850.00,7800.00,0.0207,0.0259,0.0356,0.0504,0.1312,0.1312,0.1667,0.1774,0.2173,0.0728,0.0108,0.3538,0.2361
9900.00,7800.00,0.0222,0.0295,0.0417,0.0548,0.154,0.154,0.193,0.2027,0.2445,0.0781,0.0109,0.3212,0.2134
5100.00,7750.00,0.0217,0.0336,0.0567,0.062,0.2474,0.2474,0.3081,0.3179,0.3761,0.0956,0.0106,0.2406,0.1236
5150.00,7750.00,0.0224,0.0329,0.0564,0.0622,0.2432,0.2432,0.3021,0.3153,0.3746,0.0967,0.0106,0.2511,0.1283
5200.00,7750.00,0.0207,0.0272,0.046,0.0505,0.21,0.21,0.2647,0.2763,0.3282,0.0882,0.0106,0.2344,0.1194
5250.00,7750.00,0.0185,0.0227,0.0341,0.0424,0.1431,0.1431,0.1792,0.1889,0.2275,0.0703,0.0107,0.2421,0.146
5300.00,7750.00,0.0182,0.0212,0.0271,0.0403,0.0897,0.0897,0.111,0.1187,0.1481,0.0541,0.0108,0.2724,0.1954
5350.00,7750.00,0.019,0.0216,0.0268,0.0413,0.0777,0.0777,0.0958,0.1042,0.129,0.0461,0.0108,0.2853,0.2149
5400.00,7750.00,0.019,0.0203,0.0243,0.0378,0.0664,0.0664,0.0811,0.0887,0.1103,0.0426,0.0108,0.2744,0.2138
5450.00,7750.00,0.018,0.0189,0.0218,0.0339,0.0551,0.0551,0.0667,0.0725,0.091,0.0385,0.0108,0.2455,0.1961
5500.00,7750.00,0.0167,0.0174,0.0197,0.0307,0.0491,0.0491,0.0589,0.0631,0.079,0.0337,0.0108,0.219,0.1725
5550.00,7750.00,0.0162,0.0182,0.0204,0.0317,0.0491,0.0491,0.059,0.0629,0.0785,0.0308,0.0108,0.2148,0.1652
5600.00,7750.00,0.0162,0.0189,0.0212,0.0333,0.0512,0.0512,0.0616,0.0665,0.083,0.0309,0.0108,0.2277,0.173
5650.00,7750.00,0.0159,0.0175,0.0199,0.0322,0.051,0.051,0.0614,0.067,0.0837,0.032,0.0108,0.2331,0.1734
5700.00,7750.00,0.0151,0.0162,0.0184,0.0312,0.0506,0.0506,0.0623,0.0688,0.0857,0.0326,0.0108,0.238,0.1741
5750.00,7750.00,0.0148,0.0164,0.0184,0.031,0.0503,0.0503,0.0612,0.067,0.0829,0.0324,0.0108,0.2332,0.1743
5800.00,7750.00,0.0147,0.0165,0.0185,0.0304,0.0491,0.0491,0.0595,0.0644,0.0798,0.0312,0.0108,0.2278,0.1723
5850.00,7750.00,0.0156,0.0169,0.0188,0.0304,0.0492,0.0492,0.0595,0.0641,0.0799,0.0303,0.0108,0.2212,0.1687
5900.00,7750.00,0.021,0.0203,0.0228,0.0352,0.0548,0.0548,0.0656,0.0691,0.0856,0.0329,0.0108,0.2193,0.1715
5950.00,7750.00,0.0324,0.0397,0.0452,0.0634,0.0865,0.0865,0.1008,0.1027,0.124,0.0404,0.0108,0.2504,0.2034
6000.00,7750.00,0.0382,0.0588,0.0681,0.0918,0.1217,0.1217,0.1398,0.1429,0.168,0.0477,0.0109,0.2853,0.2363
6050.00,7750.00,0.032,0.0369,0.0442,0.0595,0.1061,0.1061,0.125,0.1273,0.1536,0.0502,0.0108,0.2457,0.1924
6100.00,7750.00,0.0225,0.0229,0.0313,0.0379,0.1273,0.1273,0.1573,0.1609,0.1908,0.0544,0.0107,0.2074,0.1399
6150.00,7750.00,0.0184,0.0217,0.0323,0.035,0.1534,0.1534,0.191,0.1939,0.2288,0.0611,0.0108,0.193,0.1161
6200.00,7750.00,0.0191,0.0231,0.0348,0.0376,0.166,0.166,0.2053,0.2077,0.2437,0.0651,0.0108,0.1954,0.1125
6250.00,7750.00,0.0197,0.0245,0.0357,0.0427,0.1555,0.1555,0.1928,0.1944,0.2302,0.0687,0.0107,0.2072,0.1221
6300.00,7750.00,0.0196,0.0238,0.0352,0.0408,0.1613,0.1613,0.2007,0.2029,0.2393,0.0703,0.0108,0.2018,0.1114
6350.00,7750.00,0.0194,0.0248,0.0378,0.0425,0.1719,0.1719,0.2126,0.215,0.2531,0.0722,0.0107,0.2022,0.1043
6400.00,7750.00,0.0192,0.0243,0.0376,0.0422,0.1732,0.1732,0.2143,0.2171,0.2559,0.0733,0.0107,0.2016,0.104
6450.00,7750.00,0.0186,0.0225,0.0355,0.0375,0.1792,0.1792,0.2237,0.2265,0.2663,0.0753,0.0107,0.1915,0.096
6500.00,7750.00,0.0185,0.0214,0.0337,0.0348,0.1749,0.1749,0.2174,0.2196,0.2589,0.0765,0.0107,0.1846,0.0918
6550.00,7750.00,0.0185,0.0218,0.0345,0.0343,0.1859,0.1859,0.2338,0.2353,0.2757,0.0787,0.0108,0.1808,0.0902
6600.00,7750.00,0.0186,0.0227,0.0367,0.0346,0.2075,0.2075,0.2634,0.2661,0.3098,0.0829,0.0108,0.1799,0.0872
6650.00,7750.00,0.019,0.0232,0.0382,0.0364,0.2177,0.2177,0.2761,0.2788,0.3266,0.0875,0.0108,0.1859,0.0877
6700.00,7750.00,0.0193,0.0249,0.0436,0.0407,0.25,0.25,0.3168,0.319,0.3719,0.0938,0.0108,0.2005,0.0934
6750.00,7750.00,0.0193,0.0242,0.0453,0.0382,0.2808,0.2808,0.3551,0.3557,0.4132,0.101,0.0108,0.2012,0.0912
6800.00,7750.00,0.0191,0.023,0.0435,0.0333,0.2923,0.2923,0.3742,0.3749,0.4341,0.1048,0.0107,0.1989,0.0888
7250.00,7750.00,0.0205,0.0219,0.0286,0.0296,0.0973,0.0973,0.119,0.1124,0.1345,0.0493,0.0106,0.1014,0.0587
7300.00,7750.00,0.0269,0.0418,0.0601,0.0671,0.1975,0.1975,0.2435,0.2477,0.29,0.0668,0.0107,0.2808,0.1611
7350.00,7750.00,0.0306,0.0452,0.0659,0.0795,0.2123,0.2123,0.2615,0.2699,0.3227,0.0888,0.0108,0.3438,0.1953
7400.00,7750.00,0.0278,0.0376,0.059,0.0658,0.2338,0.2338,0.2911,0.2973,0.3528,0.0946,0.0108,0.2886,0.1568
7450.00,7750.00,0.0245,0.0351,0.0583,0.0604,0.26,0.26,0.3281,0.3338,0.3924,0.0988,0.0107,0.253,0.1307
7500.00,7750.00,0.0215,0.0298,0.0504,0.0506,0.2546,0.2546,0.3266,0.3318,0.3893,0.0985,0.0107,0.2218,0.1095
