X,Y,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
9200.00,8850.00,0.0288,0.0305,0.042,0.0438,0.0702,0.1481,0.1828,0.182,0.2187,0.0541,0.0111,0.2188,0.1297
9250.00,8850.00,0.0291,0.0302,0.0408,0.0442,0.0682,0.1384,0.1731,0.1724,0.2084,0.0522,0.0111,0.2342,0.1423
9300.00,8850.00,0.0295,0.0311,0.0442,0.0454,0.0759,0.1774,0.2258,0.2252,0.2666,0.0574,0.0112,0.2309,0.1315
9350.00,8850.00,0.0305,0.0332,0.0513,0.0494,0.0916,0.2372,0.305,0.3029,0.3557,0.0698,0.0112,0.2276,0.1185
9400.00,8850.00,0.0322,0.037,0.0579,0.0594,0.1057,0.2584,0.34,0.3383,0.3993,0.0808,0.0113,0.2282,0.12
9450.00,8850.00,0.0331,0.0402,0.0612,0.069,0.1117,0.2433,0.3185,0.3152,0.3767,0.0848,0.0114,0.2329,0.128
9500.00,8850.00,0.0315,0.0361,0.057,0.0555,0.1012,0.254,0.3321,0.3253,0.3872,0.0864,0.0114,0.2151,0.1106
9550.00,8850.00,0.0298,0.0332,0.0586,0.0442,0.102,0.2804,0.3619,0.3568,0.422,0.0889,0.0114,0.2045,0.0957
9600.00,8850.00,0.0296,0.0333,0.0589,0.0442,0.1031,0.27,0.3406,0.3369,0.3979,0.0848,0.0114,0.2007,0.0943
9650.00,8850.00,0.0304,0.0342,0.0561,0.0467,0.0981,0.25,0.3112,0.3051,0.3603,0.0792,0.0113,0.2076,0.1
9700.00,8850.00,0.031,0.0355,0.0586,0.049,0.1035,0.2613,0.3253,0.3193,0.3756,0.0779,0.0112,0.2156,0.104
9750.00,8850.00,0.0308,0.0344,0.0562,0.0469,0.1007,0.2581,0.3234,0.3172,0.3726,0.0767,0.0112,0.214,0.103
9800.00,8850.00,0.0305,0.0335,0.0509,0.0475,0.0919,0.2165,0.2695,0.2648,0.313,0.0687,0.0112,0.2169,0.1075
9850.00,8850.00,0.0301,0.0324,0.0444,0.0468,0.0795,0.1561,0.1906,0.188,0.2257,0.0579,0.0112,0.2058,0.1084
9900.00,8850.00,0.0299,0.0306,0.0399,0.0433,0.0709,0.1303,0.1581,0.1566,0.1883,0.0507,0.0112,0.196,0.107
9000.00,8800.00,0.0292,0.0317,0.0495,0.0433,0.0864,0.2473,0.3196,0.3144,0.371,0.0778,0.011,0.2092,0.1033
9050.00,8800.00,0.0304,0.0349,0.0526,0.0513,0.0916,0.2336,0.2973,0.2925,0.3476,0.0764,0.011,0.2335,0.1265
9100.00,8800.00,0.0308,0.0349,0.0514,0.0524,0.09,0.2066,0.2607,0.2572,0.3069,0.07,0.011,0.2332,0.1274
9150.00,8800.00,0.0298,0.0309,0.0426,0.0441,0.0723,0.1572,0.1954,0.1935,0.2309,0.0599,0.011,0.2037,0.1159
9200.00,8800.00,0.0292,0.0293,0.0376,0.0423,0.0617,0.1146,0.1406,0.1404,0.1717,0.0501,0.0111,0.2199,0.1404
9250.00,8800.00,0.029,0.0298,0.0384,0.0445,0.0636,0.1152,0.1438,0.1447,0.1766,0.0474,0.0112,0.2439,0.1561
9300.00,8800.00,0.0291,0.0299,0.0392,0.0441,0.0655,0.1309,0.1657,0.1651,0.2006,0.0503,0.0111,0.2439,0.1525
9350.00,8800.00,0.0295,0.031,0.044,0.0449,0.076,0.1807,0.2342,0.2306,0.278,0.062,0.0111,0.2355,0.1368
9400.00,8800.00,0.0302,0.0325,0.0524,0.0433,0.0921,0.2715,0.3658,0.3618,0.4253,0.0801,0.0112,0.2049,0.1039
9450.00,8800.00,0.0305,0.034,0.0558,0.0437,0.0968,0.2968,0.4005,0.393,0.462,0.0928,0.0113,0.1946,0.0944
9500.00,8800.00,0.0299,0.0326,0.055,0.0406,0.0943,0.2992,0.4036,0.3943,0.4641,0.0949,0.0113,0.2021,0.0948
9550.00,8800.00,0.0297,0.0334,0.058,0.0432,0.1009,0.2903,0.3784,0.3721,0.4388,0.092,0.0113,0.2126,0.0995
9600.00,8800.00,0.03,0.0329,0.0539,0.0448,0.0952,0.2482,0.3132,0.308,0.3643,0.0811,0.0113,0.2078,0.101
9650.00,8800.00,0.0309,0.0359,0.0538,0.0538,0.0952,0.2109,0.2606,0.2562,0.3047,0.0704,0.0112,0.2246,0.1138
9700.00,8800.00,0.0314,0.0354,0.0532,0.0521,0.096,0.2113,0.2595,0.2562,0.3031,0.0659,0.0111,0.2255,0.1129
9750.00,8800.00,0.0307,0.0335,0.0492,0.0481,0.09,0.1969,0.2418,0.2376,0.2818,0.0628,0.0111,0.2144,0.1079
9800.00,8800.00,0.03,0.0324,0.0444,0.0475,0.0814,0.1585,0.1933,0.1912,0.2294,0.0566,0.0111,0.2094,0.1088
9850.00,8800.00,0.0298,0.0313,0.0408,0.0455,0.0739,0.1332,0.1607,0.1605,0.1931,0.0509,0.0112,0.2029,0.1098
9900.00,8800.00,0.0297,0.0312,0.0401,0.0465,0.0722,0.1274,0.1548,0.1562,0.1883,0.0477,0.0113,0.219,0.1274
8800.00,8750.00,0.0273,0.0292,0.0466,0.0385,0.0806,0.2426,0.3062,0.297,0.3494,0.077,0.0109,0.1912,0.0927
8850.00,8750.00,0.0277,0.0294,0.0463,0.0389,0.0807,0.2373,0.3007,0.291,0.3424,0.076,0.011,0.1946,0.0966
8900.00,8750.00,0.0277,0.0296,0.0477,0.0379,0.0831,0.2519,0.3237,0.315,0.3687,0.0768,0.0111,0.1932,0.0916
8950.00,8750.00,0.0284,0.0314,0.0481,0.0449,0.0847,0.218,0.2784,0.2722,0.3256,0.0743,0.011,0.2084,0.1043
9000.00,8750.00,0.0295,0.0328,0.0502,0.0475,0.0885,0.2279,0.2913,0.287,0.3417,0.0748,0.011,0.2179,0.1106
9050.00,8750.00,0.0303,0.0351,0.0537,0.0521,0.0943,0.234,0.2967,0.2925,0.3474,0.0762,0.011,0.2349,0.1244
9100.00,8750.00,0.0302,0.0336,0.0503,0.0484,0.0872,0.215,0.2715,0.2662,0.3156,0.0728,0.011,0.223,0.1209
9150.00,8750.00,0.0295,0.0314,0.0442,0.0445,0.0746,0.1698,0.2117,0.2078,0.2485,0.0643,0.0111,0.2097,0.122
9200.00,8750.00,0.0294,0.0314,0.0422,0.0457,0.0697,0.1399,0.1738,0.1718,0.2075,0.0563,0.0111,0.2235,0.1415
9250.00,8750.00,0.0295,0.0309,0.04,0.046,0.0659,0.1216,0.1509,0.1526,0.185,0.0505,0.0112,0.2398,0.1599
9300.00,8750.00,0.0299,0.0308,0.0389,0.0462,0.0643,0.111,0.1377,0.1392,0.1715,0.0502,0.0111,0.243,0.1655
9350.00,8750.00,0.031,0.0326,0.0454,0.0476,0.0773,0.1662,0.2125,0.2101,0.2539,0.06,0.0111,0.2353,0.1451
9400.00,8750.00,0.0319,0.0344,0.0553,0.0455,0.0969,0.2774,0.3688,0.3657,0.4275,0.0794,0.0111,0.2112,0.1088
9450.00,8750.00,0.0316,0.0353,0.0596,0.0441,0.1024,0.3177,0.4262,0.4181,0.4903,0.0964,0.0112,0.2069,0.0989
9500.00,8750.00,0.0307,0.0348,0.0608,0.0425,0.1047,0.3338,0.4496,0.4422,0.5169,0.1009,0.0112,0.2246,0.1047
9550.00,8750.00,0.0302,0.0349,0.0596,0.0454,0.104,0.3014,0.3927,0.3883,0.4542,0.0939,0.0112,0.2283,0.1087
9600.00,8750.00,0.0298,0.0328,0.0513,0.0461,0.0909,0.2266,0.2843,0.2795,0.3312,0.0766,0.0112,0.2103,0.1042
9650.00,8750.00,0.0302,0.0342,0.0486,0.0528,0.0874,0.1705,0.2089,0.2069,0.248,0.0609,0.0111,0.2149,0.1118
9700.00,8750.00,0.0306,0.0329,0.0447,0.0492,0.0814,0.1506,0.1826,0.1808,0.2181,0.0541,0.011,0.2083,0.1094
9750.00,8750.00,0.03,0.0315,0.0423,0.0462,0.0783,0.1462,0.1774,0.1757,0.2113,0.0522,0.011,0.2038,0.1065
9800.00,8750.00,0.0294,0.0309,0.0411,0.0456,0.0763,0.1404,0.1707,0.17,0.2045,0.0506,0.0111,0.205,0.1085
9850.00,8750.00,0.0296,0.0317,0.0411,0.0478,0.0743,0.1309,0.159,0.1602,0.1939,0.0484,0.0112,0.2228,0.128
9900.00,8750.00,0.0289,0.031,0.039,0.05,0.0692,0.1103,0.1355,0.1398,0.1714,0.0451,0.0112,0.2625,0.1701
8650.00,8700.00,0.0277,0.03,0.0481,0.0382,0.0847,0.2486,0.315,0.3063,0.3626,0.0793,0.0111,0.1997,0.0921
8700.00,8700.00,0.0273,0.0286,0.0471,0.0357,0.0822,0.2646,0.3375,0.3285,0.3859,0.0805,0.011,0.1899,0.0848
8750.00,8700.00,0.027,0.0287,0.0482,0.0359,0.0833,0.2689,0.3402,0.331,0.3874,0.0801,0.0109,0.1841,0.082
8800.00,8700.00,0.0271,0.0293,0.0486,0.0373,0.0832,0.2631,0.3326,0.3225,0.3765,0.0788,0.0108,0.1853,0.0857
8850.00,8700.00,0.0271,0.0291,0.048,0.036,0.0822,0.2649,0.3393,0.3275,0.3814,0.0791,0.0109,0.1841,0.0854
8900.00,8700.00,0.027,0.029,0.0476,0.0363,0.0826,0.2615,0.3379,0.3273,0.3828,0.0795,0.0111,0.1861,0.0862
8950.00,8700.00,0.0276,0.0304,0.0469,0.0421,0.0824,0.2223,0.2824,0.2763,0.329,0.0755,0.0111,0.1971,0.0977
9000.00,8700.00,0.0284,0.0309,0.048,0.0432,0.0851,0.2275,0.291,0.2853,0.3382,0.0752,0.0111,0.2004,0.0981
9050.00,8700.00,0.0286,0.0327,0.052,0.0477,0.0927,0.2461,0.314,0.3092,0.3653,0.0775,0.0111,0.2134,0.1035
9100.00,8700.00,0.0285,0.0308,0.0484,0.0422,0.0852,0.2433,0.3117,0.3056,0.3593,0.0767,0.0111,0.2043,0.102
9150.00,8700.00,0.0286,0.031,0.0472,0.0427,0.0818,0.2195,0.2789,0.2731,0.3224,0.0715,0.0112,0.2059,0.1105
9200.00,8700.00,0.029,0.0325,0.0482,0.0471,0.082,0.2014,0.254,0.2493,0.2945,0.0663,0.0111,0.2173,0.1241
9250.00,8700.00,0.0295,0.0311,0.0429,0.044,0.0706,0.1571,0.1967,0.1925,0.2316,0.0608,0.0112,0.2201,0.1416
9300.00,8700.00,0.0305,0.0312,0.0421,0.0438,0.0689,0.1444,0.1802,0.1755,0.2135,0.0611,0.0112,0.2148,0.141
9350.00,8700.00,0.0326,0.0366,0.0543,0.0531,0.0929,0.2064,0.2599,0.2558,0.3045,0.0683,0.0112,0.2308,0.1354
9400.00,8700.00,0.0339,0.0401,0.0633,0.0566,0.1108,0.2764,0.3568,0.3535,0.4162,0.0813,0.0111,0.2335,0.1225
9450.00,8700.00,0.0327,0.0374,0.0625,0.0483,0.1079,0.3119,0.412,0.4049,0.475,0.094,0.0111,0.2203,0.1073
9500.00,8700.00,0.0312,0.0365,0.0642,0.0457,0.1112,0.3381,0.4477,0.4426,0.5171,0.0991,0.0112,0.2361,0.1115
9550.00,8700.00,0.0302,0.0343,0.0579,0.0443,0.1009,0.2913,0.3751,0.3703,0.4344,0.0904,0.0112,0.2246,0.108
9600.00,8700.00,0.0293,0.0314,0.0473,0.0442,0.0844,0.1997,0.2487,0.2435,0.2906,0.0708,0.0111,0.2007,0.1007
9650.00,8700.00,0.0292,0.0312,0.0423,0.0461,0.0769,0.1436,0.1748,0.1725,0.2079,0.0548,0.0111,0.1968,0.1036
9700.00,8700.00,0.0299,0.0313,0.0409,0.0455,0.0738,0.1312,0.1578,0.1577,0.1899,0.0495,0.0111,0.1979,0.1062
9750.00,8700.00,0.0302,0.0315,0.041,0.0462,0.075,0.1334,0.1614,0.1615,0.1938,0.0493,0.0111,0.2067,0.1112
9800.00,8700.00,0.0298,0.0312,0.0406,0.047,0.0744,0.1328,0.1617,0.1629,0.1961,0.0484,0.0112,0.2246,0.1282
9850.00,8700.00,0.0292,0.0309,0.0386,0.0493,0.0683,0.1098,0.1346,0.1386,0.1708,0.0452,0.0112,0.263,0.1694
9900.00,8700.00,0.0278,0.0275,0.033,0.0454,0.0569,0.0815,0.102,0.1066,0.1345,0.0409,0.0112,0.2855,0.1972
8450.00,8650.00,0.0258,0.027,0.0434,0.0326,0.0732,0.2288,0.2915,0.2822,0.3323,0.0731,0.011,0.1609,0.0725
8500.00,8650.00,0.0257,0.0273,0.0452,0.0327,0.0764,0.2524,0.32,0.3117,0.3654,0.0753,0.0109,0.1697,0.075
8550.00,8650.00,0.0266,0.0281,0.0464,0.0344,0.0805,0.2631,0.3345,0.3259,0.3826,0.0796,0.0109,0.1837,0.0813
8600.00,8650.00,0.027,0.0285,0.0463,0.0352,0.0816,0.2572,0.3274,0.3184,0.3759,0.0804,0.011,0.1876,0.0838
8650.00,8650.00,0.0268,0.028,0.0451,0.0342,0.0796,0.2526,0.323,0.314,0.3706,0.0795,0.011,0.185,0.0825
8700.00,8650.00,0.0264,0.0279,0.0454,0.0345,0.0795,0.2517,0.3214,0.3121,0.3669,0.0787,0.0109,0.1824,0.0814
8750.00,8650.00,0.0265,0.0286,0.0464,0.0361,0.0798,0.2429,0.3085,0.2981,0.3518,0.0777,0.0109,0.177,0.0808
8800.00,8650.00,0.0267,0.0283,0.0463,0.0349,0.0789,0.2528,0.3229,0.311,0.3659,0.0779,0.0108,0.1719,0.0779
8850.00,8650.00,0.0267,0.0282,0.0469,0.0338,0.0802,0.2688,0.3451,0.3337,0.3896,0.0803,0.0109,0.175,0.0781
8900.00,8650.00,0.0268,0.0287,0.0475,0.0353,0.082,0.2628,0.3377,0.3278,0.3842,0.0808,0.0111,0.1816,0.0823
8950.00,8650.00,0.027,0.0292,0.0466,0.0375,0.0805,0.2397,0.3059,0.2974,0.3506,0.0782,0.0111,0.1842,0.0875
9000.00,8650.00,0.0274,0.0291,0.0468,0.0372,0.0809,0.2414,0.3094,0.2999,0.3527,0.0779,0.0111,0.1818,0.0852
9050.00,8650.00,0.0276,0.0295,0.0482,0.0381,0.0839,0.2527,0.3246,0.3145,0.3709,0.0801,0.0111,0.1849,0.085
9100.00,8650.00,0.0273,0.0288,0.0465,0.0365,0.0804,0.2487,0.3195,0.3092,0.3649,0.0804,0.0112,0.1788,0.0833
9150.00,8650.00,0.0271,0.0286,0.0453,0.0361,0.0776,0.2387,0.3059,0.2968,0.3492,0.0768,0.0112,0.174,0.0826
9200.00,8650.00,0.0277,0.0292,0.046,0.0375,0.0779,0.2337,0.2985,0.2893,0.3402,0.0733,0.0111,0.1783,0.0874
9250.00,8650.00,0.0301,0.032,0.0497,0.045,0.0851,0.2298,0.292,0.2856,0.335,0.0707,0.0111,0.2059,0.1124
9300.00,8650.00,0.0332,0.0377,0.0575,0.0606,0.1016,0.225,0.2814,0.2781,0.328,0.0715,0.0112,0.2377,0.1351
9350.00,8650.00,0.0355,0.0409,0.0633,0.0676,0.1143,0.238,0.2965,0.2942,0.3485,0.0739,0.0112,0.2533,0.1408
9400.00,8650.00,0.035,0.0417,0.0649,0.0657,0.116,0.2539,0.3193,0.3152,0.375,0.0791,0.0112,0.2451,0.1316
9450.00,8650.00,0.032,0.0351,0.058,0.0467,0.1012,0.2888,0.3718,0.3642,0.4275,0.0858,0.0111,0.2123,0.1032
9500.00,8650.00,0.0302,0.034,0.0585,0.0435,0.1018,0.3047,0.3962,0.3902,0.4567,0.0873,0.0111,0.2197,0.1038
9550.00,8650.00,0.0295,0.0324,0.0526,0.0427,0.0922,0.2555,0.3251,0.3208,0.3768,0.0786,0.0112,0.2099,0.1022
9600.00,8650.00,0.0289,0.0303,0.0434,0.0422,0.0787,0.1749,0.2157,0.2117,0.2536,0.0636,0.0111,0.1925,0.0978
9650.00,8650.00,0.0289,0.0302,0.0401,0.0433,0.0747,0.1394,0.1683,0.1678,0.2013,0.0527,0.011,0.1923,0.1009
9700.00,8650.00,0.0295,0.0311,0.0407,0.0461,0.0755,0.1343,0.1618,0.1629,0.1958,0.0495,0.0111,0.2042,0.1101
9750.00,8650.00,0.03,0.0326,0.0419,0.0499,0.0759,0.1302,0.1577,0.1601,0.1932,0.0486,0.0112,0.2333,0.1347
9800.00,8650.00,0.0291,0.0311,0.0387,0.0502,0.0689,0.1093,0.1337,0.1384,0.1701,0.0455,0.0112,0.2733,0.1751
9850.00,8650.00,0.0278,0.0275,0.0323,0.0451,0.0571,0.0818,0.1017,0.1073,0.1359,0.0416,0.0112,0.294,0.2008
9900.00,8650.00,0.0266,0.026,0.0303,0.0434,0.0527,0.0728,0.0915,0.0978,0.1239,0.0383,0.0111,0.3011,0.2094
8250.00,8600.00,0.028,0.0315,0.052,0.0397,0.089,0.2196,0.2733,0.2684,0.3137,0.0646,0.011,0.1627,0.0797
8300.00,8600.00,0.0289,0.0338,0.0602,0.0435,0.1074,0.2747,0.3418,0.3359,0.3937,0.0786,0.0109,0.201,0.0951
8350.00,8600.00,0.0279,0.0305,0.0541,0.0376,0.0941,0.2683,0.3379,0.3295,0.3862,0.0806,0.0109,0.1859,0.0852
8400.00,8600.00,0.027,0.0277,0.0454,0.0341,0.0767,0.2305,0.2908,0.2816,0.3316,0.0739,0.011,0.1623,0.0737
8450.00,8600.00,0.0267,0.0277,0.0431,0.0352,0.0727,0.2103,0.2667,0.2583,0.3052,0.0697,0.011,0.1601,0.0731
8500.00,8600.00,0.0267,0.0276,0.045,0.0338,0.077,0.247,0.3131,0.3062,0.3595,0.0734,0.011,0.1724,0.0764
8550.00,8600.00,0.0266,0.0285,0.0482,0.035,0.0831,0.2717,0.3421,0.3331,0.3909,0.0802,0.0109,0.1855,0.0815
8600.00,8600.00,0.0267,0.028,0.0465,0.0336,0.081,0.2683,0.3406,0.3311,0.3893,0.0813,0.011,0.1813,0.0792
8650.00,8600.00,0.0264,0.0272,0.0445,0.0327,0.0786,0.2598,0.3308,0.3221,0.3792,0.0792,0.011,0.1788,0.0777
8700.00,8600.00,0.026,0.0272,0.044,0.033,0.0778,0.2502,0.3192,0.3099,0.3656,0.0783,0.0109,0.1766,0.0773
8750.00,8600.00,0.0262,0.0282,0.0457,0.0348,0.0796,0.2501,0.3203,0.311,0.3664,0.0786,0.0108,0.1776,0.0795
8800.00,8600.00,0.0266,0.0284,0.0465,0.0352,0.08,0.2516,0.3218,0.3122,0.3667,0.0793,0.0108,0.1772,0.0796
8850.00,8600.00,0.0267,0.028,0.0461,0.0345,0.0792,0.2569,0.3306,0.3215,0.3768,0.0807,0.0109,0.1766,0.0787
8900.00,8600.00,0.0268,0.0283,0.0467,0.0356,0.0803,0.2571,0.3321,0.3232,0.3803,0.0817,0.011,0.1811,0.0813
8950.00,8600.00,0.027,0.0285,0.0467,0.0361,0.0803,0.2538,0.327,0.3179,0.375,0.0819,0.011,0.1793,0.0811
9000.00,8600.00,0.0272,0.0288,0.0473,0.0363,0.0815,0.2587,0.3346,0.324,0.3814,0.083,0.0111,0.1788,0.0807
9050.00,8600.00,0.0273,0.0292,0.0488,0.0361,0.0841,0.2773,0.3622,0.3513,0.4114,0.0853,0.0111,0.1809,0.0807
9100.00,8600.00,0.0272,0.0291,0.0481,0.0358,0.0824,0.2734,0.3571,0.346,0.4053,0.0862,0.0111,0.176,0.079
9150.00,8600.00,0.0269,0.0283,0.0455,0.0342,0.0773,0.2602,0.3377,0.3261,0.3833,0.0841,0.0111,0.1677,0.0751
9200.00,8600.00,0.0279,0.0285,0.0455,0.0351,0.0774,0.2533,0.3286,0.3167,0.373,0.0822,0.0112,0.1709,0.0782
9250.00,8600.00,0.0318,0.037,0.0573,0.0592,0.1021,0.2451,0.3122,0.3055,0.3624,0.0792,0.0112,0.2237,0.117
9300.00,8600.00,0.0369,0.0497,0.0742,0.0954,0.1376,0.2272,0.2787,0.2789,0.3352,0.0764,0.0112,0.2902,0.1671
9350.00,8600.00,0.0388,0.0499,0.0743,0.0958,0.1382,0.2169,0.2635,0.2651,0.3196,0.0744,0.0113,0.2922,0.1712
9400.00,8600.00,0.0363,0.0444,0.0678,0.0778,0.1228,0.2338,0.2886,0.2857,0.3418,0.0766,0.0112,0.257,0.1446
9450.00,8600.00,0.0321,0.0347,0.057,0.0488,0.1,0.2642,0.3349,0.3276,0.3857,0.08,0.0112,0.2148,0.1064
9500.00,8600.00,0.0302,0.0333,0.0529,0.0467,0.0924,0.2372,0.3002,0.2925,0.3476,0.0754,0.0112,0.2105,0.1033
9550.00,8600.00,0.0294,0.0316,0.0474,0.0449,0.0838,0.1977,0.2458,0.2411,0.2875,0.0668,0.0112,0.2007,0.1011
9600.00,8600.00,0.0291,0.0302,0.0422,0.0426,0.0766,0.1614,0.1967,0.1945,0.2339,0.0582,0.0111,0.1931,0.099
9650.00,8600.00,0.0292,0.0303,0.0403,0.0434,0.0752,0.1439,0.1742,0.1736,0.2087,0.0529,0.011,0.1976,0.1045
9700.00,8600.00,0.0295,0.0312,0.0407,0.0476,0.0755,0.1339,0.1627,0.1645,0.1985,0.05,0.011,0.2266,0.1299
9750.00,8600.00,0.0289,0.0308,0.0386,0.0506,0.0698,0.1099,0.1355,0.1408,0.1738,0.0466,0.0111,0.2796,0.1785
9800.00,8600.00,0.0275,0.0273,0.0325,0.0459,0.0584,0.0825,0.1036,0.1104,0.1401,0.0427,0.0112,0.3081,0.2086
9850.00,8600.00,0.0264,0.0259,0.0301,0.0437,0.0538,0.0736,0.0929,0.1006,0.1283,0.0397,0.0112,0.3157,0.2174
9900.00,8600.00,0.0259,0.0254,0.0294,0.0421,0.0512,0.0701,0.088,0.0949,0.1205,0.0374,0.0111,0.3079,0.2129
8150.00,8550.00,0.025,0.0247,0.034,0.0282,0.05,0.114,0.1417,0.1352,0.1602,0.0443,0.0108,0.0864,0.0455
8200.00,8550.00,0.0278,0.0316,0.0521,0.0396,0.0884,0.2232,0.2789,0.2742,0.3204,0.0657,0.011,0.1611,0.0789
8250.00,8550.00,0.0294,0.0347,0.0619,0.0449,0.1109,0.2857,0.3551,0.3501,0.4098,0.0817,0.011,0.207,0.0984
8300.00,8550.00,0.029,0.0324,0.0582,0.0411,0.1041,0.2835,0.3538,0.3458,0.4066,0.0857,0.0109,0.2024,0.0937
8350.00,8550.00,0.0277,0.0288,0.05,0.0352,0.0862,0.2637,0.332,0.3215,0.3775,0.0818,0.0109,0.1787,0.0804
8400.00,8550.00,0.0286,0.0303,0.0483,0.0402,0.0827,0.2287,0.2848,0.2768,0.3266,0.0731,0.0109,0.1782,0.0832
8450.00,8550.00,0.0303,0.0337,0.05,0.0484,0.0868,0.1992,0.2473,0.2416,0.2882,0.0671,0.011,0.1929,0.094
8500.00,8550.00,0.0302,0.0315,0.0488,0.042,0.0845,0.2295,0.287,0.2825,0.3333,0.0679,0.011,0.1901,0.0886
8550.00,8550.00,0.0279,0.0284,0.0472,0.0346,0.0816,0.2629,0.3302,0.3228,0.3777,0.0742,0.0111,0.1815,0.0801
8600.00,8550.00,0.027,0.0278,0.0457,0.0339,0.0798,0.2546,0.3216,0.3124,0.3668,0.0755,0.0111,0.179,0.0792
8650.00,8550.00,0.0271,0.0285,0.0467,0.0366,0.0827,0.2486,0.3112,0.3047,0.3583,0.0735,0.011,0.1889,0.0847
8700.00,8550.00,0.0271,0.0279,0.0456,0.0349,0.081,0.2519,0.32,0.3133,0.3691,0.0741,0.0109,0.1832,0.081
8750.00,8550.00,0.0269,0.0276,0.0455,0.0332,0.0802,0.2672,0.3453,0.3376,0.3961,0.0777,0.0109,0.1795,0.078
8800.00,8550.00,0.027,0.0286,0.0473,0.0354,0.0833,0.2624,0.3364,0.3279,0.3856,0.0811,0.0109,0.1864,0.0824
8850.00,8550.00,0.0273,0.0286,0.0475,0.0357,0.083,0.263,0.3394,0.3327,0.3904,0.0828,0.0109,0.1846,0.0821
8900.00,8550.00,0.0274,0.029,0.0482,0.0365,0.084,0.2669,0.3472,0.3403,0.4004,0.0849,0.0109,0.1855,0.0829
8950.00,8550.00,0.0275,0.0292,0.0493,0.0365,0.0857,0.2792,0.3621,0.3533,0.4147,0.0867,0.011,0.1839,0.0821
