X,Y,COND1,COND2,COND3,COND4,COND5,COND6
51.82827227,145.2462615,4.29164,16.65681,16.08303,12.99993,11.45552,10.3113
52.82496981,145.2462615,3.33095,15.61322,15.46254,12.77056,11.44931,10.37388
53.82166736,145.2462615,2.61925,14.66504,14.88434,12.54168,11.41723,10.40948
54.8183649,145.2462615,1.90756,13.71686,14.30615,12.3128,11.38515,10.44507
55.81506244,145.2462615,1.19586,12.76868,13.72795,12.08393,11.35307,10.48066
56.81175999,145.2462615,0.85484,12.28779,13.43469,11.96784,11.33679,10.49871
57.80845753,145.2462615,1.32198,12.82565,13.76267,12.09765,11.35496,10.47849
58.80515508,145.2462615,1.78911,13.36352,14.09064,12.22746,11.37312,10.45828
59.80185262,145.2462615,2.25625,13.90139,14.41862,12.35727,11.39129,10.43806
60.79855016,145.2462615,2.56189,14.21507,14.55609,12.35668,11.30338,10.34702
61.79524771,145.2462615,2.49285,14.00863,14.25157,12.05357,10.96937,10.09167
62.79194525,145.2462615,2.4238,13.80218,13.94705,11.75045,10.63535,9.83633
63.78864279,145.2462615,2.35476,13.59573,13.64253,11.44734,10.30134,9.58098
64.78534034,145.2462615,2.20696,13.22778,13.29663,11.18622,10.06641,9.41581
65.78203788,145.2462615,1.8644,12.46043,12.84841,11.02893,10.07653,9.47364
66.77873542,145.2462615,1.52185,11.69308,12.40019,10.87165,10.08665,9.53147
67.77543297,145.2462615,1.1793,10.92573,11.95197,10.71436,10.09676,9.5893
68.77213051,145.2462615,0.85785,10.3649,11.64355,10.6266,10.13926,9.65981
69.76882806,145.2462615,0.59212,10.34935,11.70428,10.72239,10.26727,9.7638
70.7655256,145.2462615,0.3264,10.3338,11.765,10.81818,10.39528,9.86779
71.76222314,145.2462615,0.06068,10.31825,11.82572,10.91398,10.52328,9.97177
72.75892069,145.2462615,-0.13131,10.23523,11.8022,10.93236,10.57009,10.01481
73.75561823,145.2462615,-0.115,9.96163,11.54068,10.73207,10.38749,9.88562
46.84478455,144.2445631,1.91494,13.40694,14.90214,13.35105,12.8118,11.6129
47.84148209,144.2445631,5.23512,17.5487,16.97371,13.70698,12.12064,10.78864
48.83817964,144.2445631,7.13387,19.90903,18.10457,13.83933,11.63574,10.24568
49.83487718,144.2445631,6.28513,18.82602,17.41708,13.53952,11.54953,10.24646
50.83157473,144.2445631,5.43638,17.74301,16.72958,13.23971,11.46332,10.24724
51.82827227,144.2445631,4.58763,16.66,16.04209,12.9399,11.37712,10.24802
52.82496981,144.2445631,3.68677,15.54569,15.33649,12.63391,11.29164,10.25141
53.82166736,144.2445631,2.67898,14.36717,14.59373,12.31527,11.20765,10.26016
54.8183649,144.2445631,1.6712,13.18865,13.85098,11.99663,11.12366,10.26891
55.81506244,144.2445631,0.66341,12.01013,13.10822,11.67798,11.03968,10.27766
56.81175999,144.2445631,0.11617,11.30291,12.6479,11.46607,10.96255,10.26141
57.80845753,144.2445631,0.57298,11.62321,12.80335,11.48684,10.90039,10.19065
58.80515508,144.2445631,1.02979,11.94351,12.95879,11.50762,10.83822,10.1199
59.80185262,144.2445631,1.4866,12.26381,13.11423,11.52839,10.77605,10.04914
60.79855016,144.2445631,1.75128,12.45118,13.16806,11.48793,10.67175,9.95309
61.79524771,144.2445631,1.57019,12.33014,12.98611,11.30539,10.46969,9.79837
62.79194525,144.2445631,1.3891,12.2091,12.80417,11.12285,10.26762,9.64365
63.78864279,144.2445631,1.20801,12.08805,12.62223,10.9403,10.06556,9.48892
64.78534034,144.2445631,1.12569,11.88771,12.42812,10.78994,9.92708,9.39049
65.78203788,144.2445631,1.28763,11.49127,12.20394,10.71916,9.94583,9.43125
66.77873542,144.2445631,1.44956,11.09483,11.97976,10.64838,9.96459,9.47201
67.77543297,144.2445631,1.6115,10.69838,11.75558,10.5776,9.98334,9.51277
68.77213051,144.2445631,1.61315,10.39863,11.61106,10.5595,10.04326,9.58038
69.76882806,144.2445631,1.19154,10.35418,11.67686,10.68051,10.21185,9.7189
70.7655256,144.2445631,0.76994,10.30973,11.74266,10.80152,10.38045,9.85741
71.76222314,144.2445631,0.34834,10.26528,11.80847,10.92253,10.54904,9.99593
72.75892069,144.2445631,0.03341,10.15457,11.78021,10.95146,10.61716,10.0579
73.75561823,144.2445631,0.01984,9.8567,11.48625,10.72029,10.40144,9.90363
74.75231577,144.2445631,0.00627,9.55883,11.19228,10.48912,10.18571,9.74937
75.74901332,144.2445631,-0.0073,9.26096,10.89831,10.25795,9.96999,9.59511
45.84808701,143.2428648,-0.68643,9.29379,12.76648,12.88642,13.35467,12.316
46.84478455,143.2428648,2.0864,13.30128,14.83828,13.32635,12.80927,11.6177
47.84148209,143.2428648,4.85923,17.30876,16.91008,13.76628,12.26387,10.91941
48.83817964,143.2428648,6.47796,19.59701,18.03581,13.93631,11.84765,10.43637
49.83487718,143.2428648,5.8659,18.5621,17.33288,13.58462,11.6811,10.3694
50.83157473,143.2428648,5.25384,17.52718,16.62994,13.23294,11.51455,10.30243
51.82827227,143.2428648,4.64179,16.49227,15.92701,12.88126,11.348,10.23546
52.82496981,143.2428648,3.84578,15.3688,15.17731,12.51846,11.19171,10.18247
53.82166736,143.2428648,2.67239,14.06365,14.33167,12.13286,11.05645,10.15817
54.8183649,143.2428648,1.499,12.7585,13.48603,11.74726,10.9212,10.13388
55.81506244,143.2428648,0.32561,11.45335,12.64039,11.36166,10.78594,10.10958
56.81175999,143.2428648,-0.34776,10.6037,12.0701,11.08258,10.66166,10.06462
57.80845753,143.2428648,0.06899,10.74713,12.10011,11.03573,10.56132,9.9746
58.80515508,143.2428648,0.48574,10.89057,12.13012,10.98888,10.46098,9.88459
59.80185262,143.2428648,0.90249,11.034,12.16012,10.94203,10.36064,9.79457
60.79855016,143.2428648,1.11848,11.11766,12.15476,10.88228,10.26025,9.70839
61.79524771,143.2428648,0.86873,11.06264,12.06732,10.7926,10.15974,9.6311
62.79194525,143.2428648,0.61897,11.00762,11.97989,10.70292,10.05923,9.5538
63.78864279,143.2428648,0.36921,10.95259,11.89246,10.61323,9.95873,9.4765
64.78534034,143.2428648,0.33256,10.87488,11.80746,10.54116,9.88726,9.42404
65.78203788,143.2428648,0.8229,10.74106,11.72852,10.51262,9.88759,9.43297
66.77873542,143.2428648,1.31325,10.60724,11.64957,10.48408,9.88792,9.4419
67.77543297,143.2428648,1.8036,10.47342,11.57062,10.45554,9.88825,9.45084
68.77213051,143.2428648,2.02578,10.36707,11.53766,10.47509,9.94304,9.5018
69.76882806,143.2428648,1.5399,10.33325,11.62614,10.62163,10.14164,9.66376
70.7655256,143.2428648,1.05402,10.29944,11.71461,10.76816,10.34023,9.82572
71.76222314,143.2428648,0.56814,10.26562,11.80309,10.91469,10.53883,9.98769
72.75892069,143.2428648,0.19965,10.16022,11.78811,10.95914,10.6255,10.06424
73.75561823,143.2428648,0.16281,9.85258,11.48085,10.71521,10.39602,9.89954
74.75231577,143.2428648,0.12597,9.54494,11.17359,10.47127,10.16653,9.73484
75.74901332,143.2428648,0.08912,9.2373,10.86633,10.22734,9.93704,9.57013
76.74571086,143.2428648,0.04224,8.97339,10.61913,10.04131,9.77017,9.45298
44.85138946,142.2411664,-0.39281,9.18685,12.55604,12.65469,13.08518,12.10612
45.84808701,142.2411664,1.13946,11.79382,13.96068,13.02153,12.83453,11.73564
46.84478455,142.2411664,2.67173,14.40079,15.36532,13.38837,12.58387,11.36516
47.84148209,142.2411664,4.20399,17.00777,16.76996,13.75522,12.33321,10.99469
48.83817964,142.2411664,5.08919,18.43008,17.48143,13.87755,12.09599,10.71173
49.83487718,142.2411664,4.72364,17.56254,16.85305,13.52726,11.88475,10.59796
50.83157473,142.2411664,4.35809,16.695,16.22468,13.17697,11.6735,10.48419
51.82827227,142.2411664,3.99254,15.82746,15.5963,12.82668,11.46225,10.37042
52.82496981,142.2411664,3.43236,14.87386,14.92179,12.46463,11.25972,10.26923
53.82166736,142.2411664,2.47288,13.74371,14.15264,12.07841,11.07505,10.19385
54.8183649,142.2411664,1.51341,12.61357,13.3835,11.6922,10.89038,10.11847
55.81506244,142.2411664,0.55393,11.48342,12.61436,11.30599,10.70572,10.04309
56.81175999,142.2411664,-0.01258,10.73536,12.10014,11.0431,10.57412,9.98566
57.80845753,142.2411664,0.2776,10.82032,12.14169,11.04907,10.55822,9.96736
58.80515508,142.2411664,0.56779,10.90528,12.18324,11.05503,10.54231,9.94907
59.80185262,142.2411664,0.85798,10.99023,12.22479,11.061,10.52641,9.93077
60.79855016,142.2411664,1.00286,11.03593,12.23137,11.04185,10.48899,9.89771
61.79524771,142.2411664,0.8106,10.99052,12.15681,10.96443,10.40165,9.83038
62.79194525,142.2411664,0.61834,10.94512,12.08226,10.88702,10.3143,9.76305
63.78864279,142.2411664,0.42608,10.89972,12.0077,10.8096,10.22696,9.69572
64.78534034,142.2411664,0.37747,10.81379,11.9077,10.72135,10.13689,9.62883
65.78203788,142.2411664,0.68409,10.62766,11.74476,10.60633,10.04009,9.563
66.77873542,142.2411664,0.99071,10.44153,11.58182,10.4913,9.94328,9.49717
67.77543297,142.2411664,1.29733,10.2554,11.41888,10.37627,9.84648,9.43135
68.77213051,142.2411664,1.44178,10.14561,11.34529,10.34035,9.8306,9.42568
