X,Y,K,U,Th,TC
6050,6050,10.09719,0.05516,6.18658,395.83317
6100,6050,13.55805,-0.47927,9.24558,470.33507
6150,6050,16.92732,-0.50011,11.61278,533.03667
6200,6050,14.96086,4.21906,9.71856,553.35606
6250,6050,16.86913,9.12874,8.53011,624.04118
6300,6050,20.35404,13.64371,7.84241,702.12777
6350,6050,22.56524,16.71226,6.94731,744.01305
6400,6050,24.59581,15.72617,6.87377,783.68769
6450,6050,21.35778,12.29673,6.76258,724.97626
6500,6050,16.92311,9.69936,7.01604,630.36987
6550,6050,13.06741,8.1067,7.40775,546.89787
6600,6050,9.39336,7.48601,6.52774,509.98527
6650,6050,13.13058,3.83897,5.83113,519.91908
6700,6050,17.03916,0.06908,6.20094,527.04415
6750,6050,20.22669,-2.92393,6.84387,504.70358
6800,6050,21.74842,-4.13482,6.68345,452.68153
6850,6050,16.64408,-4.01011,4.25915,374.14004
6900,6050,10.12123,-4.759,2.04241,286.33696
6950,6050,5.96188,-6.64243,2.09447,219.7033
7000,6050,5.63311,-8.48272,4.66174,206.93205
7050,6050,5.80522,-6.20671,4.74223,239.47334
7100,6050,6.73381,-3.8342,5.37343,293.08707
7150,6050,7.15592,-1.51281,6.44074,343.11062
7200,6050,7.51896,1.49602,7.98124,389.98037
7250,6050,17.9397,5.79921,11.1685,557.26152
7300,6050,32.9609,12.17028,15.88502,843.16563
7650,6050,34.76947,15.97244,14.98842,727.43495
8600,6050,46.75475,16.71224,12.98005,938.30521
8650,6050,41.36579,17.71263,10.05737,870.05928
8700,6050,39.68296,15.88746,10.30373,807.93526
8750,6050,36.49618,16.11922,10.79638,788.12239
8800,6050,34.3381,16.82806,11.60849,803.78719
8850,6050,33.84099,16.96252,13.16507,837.99461
8900,6050,38.33168,15.32329,12.31774,850.30194
8950,6050,43.86975,12.87599,12.18675,858.41879
9000,6050,50.3376,10.39135,12.54993,875.79376
9050,6050,56.39543,9.22615,13.16277,912.90458
0,6000,-4.24246,-2.18701,-1.20918,-10.95719
50,6000,-4.27719,-0.56289,-0.00004,5.08803
100,6000,-4.17884,1.08105,0.07532,21.19334
150,6000,-3.75309,1.9926,-0.61912,32.00157
200,6000,-2.85025,0.45798,0.36141,26.15927
250,6000,-1.12148,-0.25113,-0.15141,15.45278
300,6000,1.30617,-0.51725,-0.71905,6.82797
350,6000,3.76764,-0.75117,-0.8261,3.01262
400,6000,2.69517,-0.50673,-1.9167,-0.44588
450,6000,2.53163,0.3409,-2.39623,5.28834
500,6000,3.11987,1.33317,-2.5414,16.38127
550,6000,3.99352,1.78028,-2.51706,28.32998
600,6000,3.82943,1.40791,-2.24286,36.35368
650,6000,2.73612,0.93889,-1.40236,40.83398
700,6000,2.34902,1.26925,-0.50828,46.31295
750,6000,3.34141,2.20166,0.15269,51.69465
800,6000,5.63634,2.24429,0.51677,49.95864
850,6000,4.17377,2.4467,-0.18003,54.6491
900,6000,2.91465,1.32989,-1.23536,46.93478
950,6000,1.91564,-0.34301,-2.12265,34.43188
1000,6000,1.87786,-1.99634,-2.28137,24.97361
1050,6000,0.79789,-2.2324,-1.91466,1.595
1100,6000,1.04249,-2.74216,-0.84013,-5.72254
1150,6000,1.01098,-3.42996,0.51186,-2.38996
1200,6000,0.82216,-4.17316,1.3994,4.50325
1250,6000,2.67349,-4.58189,1.02225,8.23218
1300,6000,4.16148,-4.41747,0.67092,16.2234
1350,6000,5.39631,-4.06913,0.15491,26.87292
1400,6000,5.63609,-3.49721,-0.41631,35.89387
1450,6000,3.14211,-2.77718,-0.65922,28.02223
1500,6000,-0.01039,-2.09591,-0.61361,13.95418
1550,6000,-2.51756,-1.40483,-0.41622,1.80701
1600,6000,-3.76151,-0.75277,-0.10435,-3.08274
1650,6000,-1.26261,-2.38317,1.03755,-3.33679
1700,6000,-0.63196,-2.34388,0.67683,-3.48904
1750,6000,-1.3305,-1.52695,0.06578,-2.94388
1800,6000,-1.86934,-0.75135,-0.20292,0.03205
1850,6000,0.31305,-1.20924,-0.14558,15.78663
1900,6000,1.30878,-1.53838,-0.30013,28.03804
1950,6000,1.60358,-1.4855,-0.38856,34.06382
2000,6000,1.2425,-1.29399,-0.38055,34.65552
2050,6000,0.0017,-1.24293,-0.51752,30.08388
2100,6000,-0.51641,-1.88932,-0.15397,26.18203
2150,6000,-1.00524,-2.11011,0.17717,19.63607
2200,6000,-1.13467,-1.73061,0.63723,18.90904
2250,6000,-0.65329,-1.1655,1.33439,31.93969
2300,6000,-0.87661,-0.75428,1.77079,59.34847
2350,6000,-0.05796,-0.79375,2.78269,122.22461
2400,6000,3.02151,-1.49322,4.05061,218.5563
2450,6000,9.39314,-0.99849,5.59469,344.93844
2500,6000,14.51388,5.8244,8.67011,494.94436
2550,6000,20.55736,12.69897,12.16633,657.49305
2600,6000,26.84754,17.35926,15.2394,811.82467
2650,6000,31.96555,18.95757,17.20961,930.01843
2700,6000,25.71613,15.83484,12.72898,836.37107
2750,6000,18.79824,8.75418,8.49098,670.54881
2800,6000,13.18847,2.83268,5.13746,489.20323
2850,6000,8.64276,-0.04748,2.70816,320.94878
2900,6000,5.70427,-0.17216,1.3132,255.30151
2950,6000,2.69169,0.15116,0.21826,212.3703
3000,6000,-0.68419,-0.10394,-0.75083,165.33038
3050,6000,-3.39731,-0.71813,-1.37958,120.31685
3100,6000,-2.62128,-1.46874,-1.60141,94.27214
3150,6000,-0.94963,-2.04303,-1.60555,67.10884
3200,6000,0.47311,-1.98733,-1.8872,43.08358
3250,6000,0.68981,-1.35278,-2.48547,30.2305
3300,6000,-1.88812,-0.24859,-2.38751,40.95295
3350,6000,-3.94436,0.62663,-1.26414,63.0555
3400,6000,-5.16214,1.91118,0.10311,91.59479
3450,6000,-7.07988,3.12135,1.21727,121.29026
3500,6000,-13.16399,4.74114,2.07148,146.99142
3550,6000,-5.71658,1.52701,1.48251,149.9624
3600,6000,-2.88418,1.13177,-0.00916,147.74342
3650,6000,-3.10612,2.9442,-1.70379,146.52716
3700,6000,-5.63703,5.74092,-3.00482,148.07557
3750,6000,-3.17326,2.95021,-3.22891,135.50487
3800,6000,-0.5956,0.25942,-3.55241,123.68404
3850,6000,1.34042,-1.27238,-4.10372,114.28934
3900,6000,1.8802,-2.2446,-4.14622,106.0106
3950,6000,2.51271,-2.68797,-2.2265,124.14283
4000,6000,1.89441,-3.38331,-0.28123,132.98402
4050,6000,1.6227,-4.30937,0.51137,131.05563
4100,6000,1.87553,-4.74178,0.30909,123.93403
4150,6000,1.47367,-4.21179,-0.15848,116.6198
4200,6000,1.31934,-2.8976,-0.84496,107.81909
4250,6000,1.60273,-1.54999,-1.98825,93.98293
4300,6000,1.88237,-1.00116,-3.52342,70.96415
4350,6000,-1.40171,-1.83031,-2.6605,41.82771
4400,6000,-1.94034,-3.7921,-1.9859,24.54756
4450,6000,-1.08457,-5.23283,-2.11135,21.72551
4500,6000,0.00205,-5.24182,-3.00527,33.96479
4550,6000,0.80252,-5.88954,-1.3407,47.48095
4600,6000,0.91878,-5.34643,-0.76902,80.5276
4650,6000,0.11346,-4.66182,0.01582,113.80227
4700,6000,-1.87335,-3.99465,0.93565,132.99722
4750,6000,-1.79752,-2.08579,-0.55367,119.50744
4800,6000,-1.15694,-2.74041,-0.4162,101.35373
4850,6000,-0.98593,-3.69396,0.18951,89.43238
4900,6000,-0.8339,-3.87823,0.41069,89.17367
4950,6000,0.80971,-3.82196,0.24479,97.39121
5000,6000,1.83217,-4.33597,0.85127,100.91317
5050,6000,2.24412,-4.65761,1.87442,111.05581
5100,6000,2.60089,-4.93143,3.32387,130.72416
5150,6000,3.76445,-5.23651,4.35553,155.06922
5200,6000,3.28126,-4.67909,3.03469,165.90405
5250,6000,3.3703,-4.30425,1.29499,162.19884
5300,6000,3.21513,-3.37201,-0.26199,147.92424
5350,6000,1.87813,-1.24695,-1.45198,133.99191
5400,6000,2.35369,-1.89842,-0.64756,146.32778
5450,6000,1.68118,-1.48784,-0.20198,165.33936
5500,6000,-0.07055,0.12411,0.05976,180.78325
5550,6000,-1.88173,1.74482,0.6212,187.96392
5600,6000,-1.99798,0.66105,-0.0053,178.03363
5650,6000,-1.14846,-0.73754,-0.05273,171.73493
5700,6000,-0.54412,-1.6021,0.27423,171.85941
5750,6000,0.00199,-1.74864,0.31177,177.97602
5800,6000,2.55839,-2.2779,-0.49216,162.72528
5850,6000,4.62704,-1.39396,-1.46202,173.15151
5900,6000,7.04685,0.22123,-2.1334,207.10662
5950,6000,9.40277,1.49297,-2.17569,258.95961
6000,6000,4.56029,2.65341,0.26202,286.74979
6050,6000,4.59331,0.47362,3.54064,313.30501
6100,6000,6.05569,-1.55241,6.08808,331.9013
6150,6000,6.26893,-1.97795,7.28397,331.04932
6200,6000,3.75958,0.75237,6.11571,310.06173
6250,6000,7.83597,3.62444,5.79602,382.97008
6300,6000,12.87161,6.41353,5.7013,455.94276
6350,6000,17.24418,8.10477,5.50211,511.03298
6400,6000,20.67691,8.23574,5.38903,565.03449
6450,6000,16.66579,6.33277,4.95391,511.60267
6500,6000,12.43997,5.17023,4.31917,436.69448
6550,6000,10.37875,4.64739,3.44956,368.86738
6600,6000,11.27329,3.99085,1.86307,331.94125
6650,6000,10.78297,0.79693,1.81146,344.51983
6700,6000,12.55522,-2.47812,2.12207,365.34606
6750,6000,15.07054,-3.45709,2.72985,377.16623
6800,6000,16.92756,-2.74182,2.80199,374.09447
6850,6000,12.13222,-3.55762,1.65083,307.56857
6900,6000,6.78081,-4.81218,0.77157,243.25372
6950,6000,2.72412,-5.93394,1.06913,202.20597
7000,6000,1.22736,-6.24478,2.31757,195.46732
7050,6000,2.33634,-4.57112,1.86794,209.19417
7100,6000,3.8711,-3.14035,1.74388,231.69719
7150,6000,5.61315,-1.67239,2.2911,267.39295
7200,6000,9.39915,0.99439,3.42034,342.9379
7250,6000,13.10465,4.53683,7.46413,481.5849
7300,6000,30.38452,13.8733,14.28321,839.50096
8650,6000,41.36514,14.96582,11.71559,877.01001
8700,6000,40.14844,14.25417,13.08872,840.21677
8750,6000,39.65361,16.74346,13.47336,855.77004
8800,6000,40.54733,19.91479,13.59339,899.11906
8850,6000,43.241,21.94916,13.68335,946.95312
0,5950,-3.2423,-1.90648,-1.76799,-2.69199
50,5950,-3.68164,-1.16004,0.00637,5.15642
100,5950,-4.12292,-0.30913,0.79701,15.17573
150,5950,-4.32848,-0.20186,1.29571,23.03907
200,5950,-3.75938,-1.49413,2.28076,22.0473
250,5950,-1.92846,-1.22177,0.83148,15.69865
300,5950,0.53804,-1.15835,-0.50529,9.80148
350,5950,2.38197,-1.3922,-1.22402,5.42716
400,5950,1.87953,-1.49452,-2.17698,-0.96695
450,5950,2.30154,-0.65456,-2.3461,0.66671
500,5950,2.91692,0.37423,-2.35753,8.35931
550,5950,3.42321,0.81411,-2.39061,20.71394
600,5950,3.76717,0.75149,-2.27744,35.10447
650,5950,2.213,0.67604,-1.26863,47.19773
700,5950,1.23685,1.89794,-0.25521,68.195
750,5950,0.6439,4.45492,0.52754,100.28747
800,5950,-0.00567,7.4799,0.82685,135.89314
850,5950,1.11992,5.38275,0.37395,110.48241
900,5950,1.08243,2.69135,-0.60136,75.43267
950,5950,0.50836,-0.00171,-1.31183,39.84634
1000,5950,-0.00157,-2.24838,-1.24459,5.93593
1050,5950,1.60911,-2.37641,-2.02382,-14.83528
1100,5950,1.47753,-2.87766,-0.97218,-17.09711
1150,5950,0.57091,-3.41908,0.48978,-9.49511
1200,5950,0.00879,-3.74252,1.35121,1.05666
1250,5950,3.33948,-4.78481,0.52782,-2.27513
1300,5950,4.36995,-4.55054,0.56933,7.57431
1350,5950,4.30442,-3.68461,0.41334,22.42602
1400,5950,3.48194,-2.74469,-0.01953,35.18512
1450,5950,1.3986,-1.90156,-0.25167,36.80632
1500,5950,-1.01711,-1.6925,-0.00285,25.68677
1550,5950,-2.9244,-1.71355,0.60592,15.55859
1600,5950,-3.00457,-2.19917,1.70823,12.00797
1650,5950,-0.00968,-3.99093,3.20937,12.93466
1700,5950,1.1462,-3.24159,1.76551,10.57988
1750,5950,2.03203,-2.20289,0.43698,12.30104
1800,5950,3.38086,-1.521,-0.29445,20.4639
1850,5950,5.64237,-1.74379,-0.30994,35.05776
1900,5950,4.6906,-2.06394,-0.29379,44.03937
1950,5950,3.88172,-2.35318,0.05683,47.84229
2000,5950,3.12455,-2.60339,0.73174,49.8341
2050,5950,1.87946,-2.99253,1.55466,52.01247
2100,5950,1.34719,-2.80116,0.68591,50.45344
2150,5950,0.05533,-2.47182,0.41586,36.17622
2200,5950,-1.26961,-1.68717,0.60448,21.72536
2250,5950,-1.87326,-0.74806,1.03939,22.05601
2300,5950,-2.02354,-0.05648,1.34745,54.70136
2350,5950,-0.81505,0.49581,3.1591,150.00893
2400,5950,1.92867,0.84715,5.85075,289.87045
2450,5950,6.5824,2.0943,8.36958,449.94271
2500,5950,13.78007,8.41236,10.68537,609.875
2550,5950,21.08986,14.38602,13.16423,745.70673
2600,5950,26.63642,17.42515,14.85657,836.67288
2650,5950,28.18516,17.32302,14.64195,858.3746
2700,5950,22.55656,14.7216,10.36447,761.02946
2750,5950,15.12929,6.56784,6.60524,572.79964
2800,5950,9.65106,1.13393,3.9555,407.10163
2850,5950,5.6506,-1.24819,2.38856,279.0659
2900,5950,2.75303,-1.20542,0.65941,215.89202
2950,5950,0.77605,-0.67413,-0.22554,176.99415
3000,5950,-1.12575,-0.5844,-0.78053,144.41203
3050,5950,-2.34433,-0.91865,-1.20581,118.81299
3100,5950,-1.87515,-1.24253,-1.44914,106.11397
3150,5950,-0.65889,-1.64678,-1.31732,82.96802
3200,5950,-0.03317,-1.43834,-1.54121,62.09378
3250,5950,-1.02175,-1.24479,-2.09025,48.85841
3300,5950,-3.57305,-0.69348,-1.99513,51.81554
3350,5950,-3.66074,-0.24837,-0.77106,70.54781
3400,5950,-0.99448,-0.07225,0.76308,94.24324
3450,5950,5.6347,-1.92162,2.21112,116.87542
3500,5950,16.91802,-7.23504,3.41993,132.9756
3550,5950,4.76108,-3.49644,2.68721,136.40194
3600,5950,0.15114,-1.87555,1.2602,135.68195
3650,5950,-0.38213,-0.35784,-0.25942,136.57233
3700,5950,0.00206,0.74866,-0.72474,143.02003
3750,5950,-0.22434,-0.52229,-1.65797,123.90819
3800,5950,1.13777,-1.44576,-2.16102,122.75556
3850,5950,3.35556,-1.47887,-2.36824,134.66854
3900,5950,5.63978,-1.24971,-1.86595,152.95974
3950,5950,2.92362,-2.69181,-0.44481,160.91798
4000,5950,0.80223,-4.21076,0.35708,152.6058
4050,5950,0.11635,-6.12481,0.37351,131.80197
4100,5950,-0.00514,-7.98764,-0.0022,105.88251
4150,5950,-0.20849,-6.17503,-0.80999,103.42167
4200,5950,-0.51153,-3.60964,-0.97167,93.33418
4250,5950,-1.12631,-1.41347,-1.06615,76.07922
4300,5950,-2.48767,-0.18837,-1.36825,53.8367
4350,5950,-5.64558,-0.24745,-0.93524,30.99033
4400,5950,-4.0211,-2.55979,-1.24367,29.40348
4450,5950,-1.96043,-4.67011,-2.04597,35.58156
4500,5950,-0.42334,-6.05035,-2.43946,46.08121
4550,5950,-0.00518,-6.98283,-0.93505,50.99508
4600,5950,-0.27586,-6.09607,-0.73943,77.22151
4650,5950,-1.50843,-4.74849,-0.2084,96.87856
4700,5950,-3.13178,-3.20363,0.2752,103.45246
4750,5950,-3.76116,-0.74641,-0.93339,90.02311
4800,5950,-1.97168,-2.46753,-0.01309,74.04877
4850,5950,-0.82451,-3.63348,0.56419,62.98279
4900,5950,0.25523,-3.99981,0.55618,63.89148
4950,5950,1.88617,-3.48975,0.00261,79.09061
5000,5950,2.49685,-4.08332,0.34961,81.34885
5050,5950,3.39132,-4.01818,0.60191,95.86536
5100,5950,5.23354,-3.73331,0.66484,118.2525
5150,5950,7.52442,-3.49309,0.20917,136.02359
5200,5950,4.74693,-3.54337,1.36897,132.25889
5250,5950,2.29234,-3.41327,1.40241,111.60182
5300,5950,0.13175,-3.29162,1.41904,83.96443
5350,5950,-1.88235,-3.24582,1.96848,61.93658
5400,5950,-0.98427,-3.70391,1.49933,58.01695
5450,5950,-0.92692,-3.1261,0.78299,79.40133
5500,5950,-2.19091,-1.42604,0.27501,107.55288
5550,5950,-3.76196,-0.00411,-0.00088,128.91838
5600,5950,-2.75343,-0.54883,0.06069,125.2756
5650,5950,-1.97094,-1.63626,0.06219,116.60286
5700,5950,-1.35832,-2.65647,0.06481,107.18492
5750,5950,-0.41562,-3.32937,-0.13708,96.24456
5800,5950,1.87429,-3.73895,-0.72794,83.00551
5850,5950,3.08416,-2.22764,-1.49803,109.36259
5900,5950,4.29053,-0.03376,-1.98191,158.10644
5950,5950,3.83539,2.00412,-2.0301,211.92419
6000,5950,-1.88453,4.49213,-0.93479,240.99519
6050,5950,-0.53774,1.28592,1.21517,240.38161
6100,5950,0.29134,-0.76238,2.39833,226.26086
6150,5950,-0.39926,-1.06608,2.22916,203.35715
6200,5950,-1.88053,0.25058,1.24368,190.014
6250,5950,1.76411,1.50106,2.6938,221.08866
6300,5950,6.44848,1.99768,3.79798,260.98828
6350,5950,9.918,1.53932,4.50754,284.05674
6400,5950,11.27631,-0.24876,5.38872,283.98422
6450,5950,9.096,0.82552,3.54676,285.34729
6500,5950,6.41819,1.70868,2.17708,256.60414
6550,5950,4.65287,1.81617,0.99262,218.07567
6600,5950,3.75325,0.99457,-0.21016,191.89612
6650,5950,5.26603,-0.59448,-0.45182,213.96981
6700,5950,6.84811,-2.54503,-0.08832,239.76471
6750,5950,7.3466,-2.89965,0.19277,254.13007
6800,5950,5.64799,-0.99818,-0.51495,250.05514
6850,5950,5.98047,-3.21828,-0.09248,228.73158
6900,5950,3.63827,-4.3993,-0.42091,200.15437
6950,5950,0.45765,-4.55953,-0.40727,184.21602
7000,5950,-1.86989,-3.4939,0.00419,188.05277
7050,5950,0.70521,-1.95717,-1.30393,193.69812
7100,5950,2.09033,-2.42488,-1.22006,188.00615
7150,5950,2.25779,-3.1742,-0.59938,191.17983
7200,5950,2.35069,-3.04126,0.57535,226.50622
7250,5950,3.75173,-0.2476,3.93559,342.96813
7300,5950,26.11108,13.47398,12.45469,803.93828
7700,5950,35.89515,17.65829,15.25744,794.50289
0,5900,-1.87667,-1.99315,-1.4498,2.06631
50,5900,-2.4476,-1.76745,0.22279,0.44315
100,5900,-3.46078,-1.20829,1.29428,6.7372
150,5900,-4.77722,-0.71663,1.94238,15.52632
200,5900,-5.638,-0.49853,2.2813,21.02107
250,5900,-3.13184,-0.28318,0.72748,17.37984
300,5900,-0.61886,-0.21083,-0.57423,16.13804
350,5900,1.1672,-0.12586,-1.30963,16.50085
400,5900,1.87925,-0.00081,-1.96982,14.98132
450,5900,1.52755,-0.77791,-1.74837,1.3324
500,5900,1.37251,-0.27811,-1.58026,0.87744
550,5900,0.44454,0.16119,-1.59131,11.14255
600,5900,-1.87321,0.49923,-1.86302,26.05597
650,5900,-0.34047,0.20632,-1.03608,40.976
700,5900,-0.286,1.29089,-0.17132,65.05956
750,5900,-0.6931,3.48713,0.54239,97.6815
800,5900,-0.84353,5.60837,0.83836,126.25078
850,5900,0.09093,4.85079,0.64592,116.50713
900,5900,-0.04538,2.80937,-0.37614,80.29153
950,5900,-0.46677,0.84911,-1.26824,40.12293
1000,5900,-0.283,-0.35154,-1.96374,2.54749
1050,5900,1.87126,-0.74623,-3.00969,-25.03076
1100,5900,1.1738,-2.33738,-1.18857,-24.88463
1150,5900,1.01263,-3.93836,0.72605,-19.11027
1200,5900,2.17649,-5.19998,1.58667,-14.44765
1250,5900,5.63814,-6.23281,0.62123,-17.95313
1300,5900,4.72998,-5.20672,1.30286,-1.78303
1350,5900,3.45842,-3.7724,1.00333,14.30607
1400,5900,1.99444,-2.51984,0.30299,27.05863
1450,5900,0.00707,-1.49375,-0.10067,35.10221
1500,5900,-1.76499,-1.72301,0.18553,25.25793
1550,5900,-3.35698,-2.0236,0.72483,17.76672
1600,5900,-3.55014,-2.64866,1.61177,15.85164
1650,5900,-1.56932,-3.61943,2.34364,17.7308
1700,5900,0.96533,-3.22764,1.36391,17.31102
1750,5900,3.58769,-2.65211,0.21025,24.05767
1800,5900,5.57334,-2.29786,-0.62771,40.47841
1850,5900,5.64166,-1.99585,-1.24319,62.01032
1900,5900,5.25924,-2.3371,-0.64721,64.06923
1950,5900,4.91261,-2.52319,-0.14017,64.56388
2000,5900,5.24544,-2.71913,0.45559,67.13447
2050,5900,5.63731,-2.99592,0.93179,71.94143
2100,5900,4.49518,-2.62702,-0.1434,89.68311
2150,5900,1.89076,-2.07534,-0.33569,69.7221
2200,5900,-1.13912,-1.12702,-0.25596,41.07151
2250,5900,-3.75419,-0.00238,-0.20493,27.00496
2300,5900,-3.00708,0.54862,-0.79976,50.02173
2350,5900,-0.88212,2.76938,2.2362,181.77145
2400,5900,1.37092,4.51023,6.36782,361.05376
2450,5900,3.77081,5.48712,9.54104,540.06459
2500,5900,12.54874,12.1041,10.96134,696.64571
2550,5900,19.45158,15.76562,12.42354,777.76546
2600,5900,22.21065,15.33944,12.78019,767.31809
2650,5900,19.33142,10.80119,10.96292,658.54626
2700,5900,11.27527,3.99156,7.04681,467.96769
2750,5900,7.92197,1.0862,4.14406,385.66171
2800,5900,5.54117,-0.77348,2.20988,309.92692
2850,5900,3.71046,-1.14854,1.06666,246.03237
2900,5900,1.88098,-0.74464,-0.1032,208.06826
2950,5900,0.99395,-0.18475,-0.22298,175.16923
3000,5900,-0.13775,-0.35362,-0.25717,147.32371
3050,5900,-0.65891,-1.19531,-0.31888,124.06305
3100,5900,0.00481,-2.49274,-0.4126,103.06672
3150,5900,0.46614,-1.99512,-0.47854,102.52363
3200,5900,0.62666,-1.88748,-0.94416,87.68147
3250,5900,-0.57866,-2.40746,-1.66664,70.00838
3300,5900,-3.75176,-2.49454,-1.75876,63.06314
3350,5900,-3.0693,-1.68179,-0.44576,78.28898
3400,5900,-2.31388,-0.11938,0.81758,95.54693
3450,5900,-1.14024,1.06434,1.58941,109.85702
3500,5900,-1.87959,1.74367,1.65866,116.96137
3550,5900,-7.38835,0.84635,2.60336,120.12248
3600,5900,-5.65995,-1.13776,1.4832,116.89569
3650,5900,-2.32403,-2.16953,-0.9497,104.70184
3700,5900,0.00111,-3.24583,-3.21297,85.96252
3750,5900,0.19835,-4.37726,-1.56297,87.14435
3800,5900,0.88795,-3.50913,-1.22089,112.83908
3850,5900,1.30447,-2.24922,-0.94776,146.4491
3900,5900,0.6757,-1.62987,0.02181,178.54993
3950,5900,-1.88832,-2.74139,1.34411,194.98088
4000,5900,-2.92245,-3.83142,0.90883,177.6151
4050,5900,-2.32317,-5.51876,-0.19728,149.36725
4100,5900,-1.75748,-6.91516,-1.31358,123.24749
4150,5900,-1.81638,-6.04194,-2.10315,111.31283
4200,5900,-2.06661,-3.60137,-1.26804,90.45252
4250,5900,-2.91629,-1.41221,-0.05113,69.79729
4300,5900,-4.22903,-0.29568,1.0626,55.16834
4350,5900,-5.64594,-0.49962,2.17432,51.94363
4400,5900,-3.99577,-2.30058,0.22797,46.26868
4450,5900,-1.48459,-4.72058,-1.50623,56.51805
4500,5900,0.75231,-6.86826,-2.36729,77.13424
4550,5900,1.87527,-7.98348,-2.07513,98.95314
4600,5900,1.2618,-7.01035,-1.30234,93.99638
4650,5900,0.43422,-5.88343,-0.15419,90.05713
4700,5900,0.50162,-5.6515,1.50462,84.44092
4750,5900,1.87867,-6.23733,2.90186,70.97747
4800,5900,1.16002,-5.54366,2.01314,46.97716
4850,5900,0.72003,-5.42387,1.60863,29.07992
4900,5900,1.01297,-6.35004,1.87301,18.56711
4950,5900,1.88445,-7.9831,3.00794,15.02848
5000,5900,0.67757,-5.51017,1.53784,44.08235
5050,5900,0.9446,-3.68891,0.97833,76.2986
5100,5900,1.85915,-2.51297,1.32174,109.95946
5150,5900,1.88437,-1.74962,2.28226,135.97814
5200,5900,1.43512,-2.53208,2.8997,117.2224
5250,5900,0.30014,-3.00021,2.66464,83.50675
5300,5900,-0.62077,-3.93155,2.6255,45.20735
5350,5900,-0.87935,-5.1476,2.99967,12.01701
5400,5900,-0.0106,-5.98508,2.79437,-5.04724
5450,5900,-0.05913,-4.91042,1.48529,18.94857
5500,5900,-1.24938,-3.04552,0.63658,50.66706
5550,5900,-2.34909,-1.63642,0.39784,74.20997
5600,5900,-1.88984,-1.74503,0.61786,77.9454
5650,5900,-2.06085,-2.44349,0.6199,70.76604
5700,5900,-2.05273,-3.37575,0.38952,55.92854
5750,5900,-1.60385,-4.28994,-0.23396,35.51768
5800,5900,-0.00568,-4.98893,-1.45358,17.9622
5850,5900,0.81419,-3.40846,-0.91477,58.61155
5900,5900,2.54245,-2.10891,-0.75865,111.48771
5950,5900,3.90219,-2.02669,-0.28762,159.73977
6000,5900,3.75573,-3.24356,1.13846,186.95902
6050,5900,0.91473,-1.61037,0.87874,176.83316
6100,5900,-0.59834,-0.97178,0.48207,150.4946
6150,5900,-1.58634,-0.27386,-0.47636,115.80687
6200,5900,-1.88064,0.99604,-1.55516,88.96573
6250,5900,-0.45355,1.58812,1.02203,113.7416
6300,5900,2.22128,0.99542,1.83114,133.76894
6350,5900,3.21036,-0.01153,1.30365,140.97304
6400,5900,1.87579,-0.75049,-0.00177,139.93432
6450,5900,2.08028,-0.50992,0.31758,141.18619
6500,5900,1.6358,0.3837,0.20645,135.05131
6550,5900,1.12559,0.93635,-0.39461,124.47727
6600,5900,1.10258,0.87383,-1.1777,122.39019
6650,5900,2.40134,0.10361,-1.38015,142.29759
6700,5900,4.03482,-2.35204,-0.44896,159.87748
6750,5900,5.13133,-4.76239,1.00244,169.75643
6800,5900,5.64829,-6.73837,2.28391,171.01577
6850,5900,5.95455,-6.22126,0.91249,167.15924
6900,5900,4.3522,-5.38333,-0.59788,158.81633
6950,5900,2.54845,-4.41547,-1.45575,159.10961
7000,5900,1.95847,-2.65827,-2.11875,171.33672
7050,5900,3.76132,-0.49525,-3.62742,185.06978
7100,5900,3.36087,-2.34958,-2.58608,167.89716
7150,5900,2.60762,-4.08656,-1.5787,167.44724
7200,5900,3.455,-4.74534,-0.13999,216.93507
7250,5900,9.39181,-1.99647,3.31366,379.92624
7300,5900,28.33133,11.75055,11.74287,794.18463
0,5850,0.00051,-3.74303,1.55507,-20.01405
50,5850,-0.0917,-2.64143,1.12139,-13.87343
100,5850,-1.30832,-1.67717,1.35175,-1.54917
150,5850,-2.97044,-0.39437,1.38307,11.56374
200,5850,-3.75668,0.99601,0.72696,20.99494
250,5850,-2.14449,1.28292,0.17104,24.00663
300,5850,-0.68364,1.40787,-0.19725,30.94563
350,5850,0.15086,1.60592,-0.45639,33.30349
400,5850,-0.00091,1.49285,-0.62238,24.92947
450,5850,0.12528,-1.77592,-0.29256,-0.08488
500,5850,0.65581,-1.49982,0.02903,-2.87076
550,5850,1.21943,-0.92844,0.42484,7.10001
600,5850,1.88615,-1.49925,0.8318,19.00612
650,5850,1.02277,-0.88347,-0.29475,29.33687
700,5850,-0.5067,0.19474,-0.22554,46.7739
750,5850,-1.18439,1.84007,0.08034,69.30238
800,5850,-0.92197,3.19635,0.28064,87.79601
850,5850,0.00262,3.24647,0.41577,91.07596
900,5850,-0.90755,2.24569,-0.39212,62.71602
950,5850,-2.18358,1.39436,-0.82836,34.47892
1000,5850,-3.43844,1.35288,-1.2338,10.60207
1050,5850,-3.76822,1.49626,-1.35099,-4.07029
1100,5850,-2.2973,-1.48417,0.15897,-16.55835
1150,5850,-0.545,-4.34889,2.34777,-18.60093
1200,5850,0.91599,-5.9422,4.57565,-13.46379
1250,5850,1.87525,-6.48595,6.32116,-5.03471
1300,5850,2.89597,-5.59129,4.24745,1.31482
