X,Y,K,U,Th,TC
0,5300,18.78183,0.00122,5.37822,317.11614
50,5300,16.20784,-0.60912,5.15419,278.06853
100,5300,15.95984,-0.91123,5.69168,252.80197
150,5300,16.72867,-0.0589,6.53957,250.26327
200,5300,15.8894,2.34598,6.92374,263.09106
250,5300,13.1156,4.1958,5.91231,268.32461
300,5300,9.93424,5.25674,4.80156,268.00639
350,5300,9.39368,5.98422,5.0766,284.90638
400,5300,14.31711,10.9341,5.75068,391.33728
450,5300,22.10878,14.78511,6.71366,508.89199
500,5300,30.91958,17.03747,7.45507,614.42979
550,5300,39.48856,18.95589,8.08896,705.01418
600,5300,39.82381,18.37257,10.12034,740.63998
650,5300,38.62012,17.1701,10.47766,725.35256
700,5300,36.89743,16.94614,10.03733,705.78325
750,5300,34.55667,17.73513,10.27011,697.99657
800,5300,32.37467,19.06848,12.47245,707.58186
850,5300,33.0956,16.78243,14.34676,703.88403
900,5300,33.45833,14.73992,15.74481,692.74144
950,5300,31.96545,13.7173,15.96566,664.99222
1000,5300,30.16452,10.49656,14.46381,591.88373
1050,5300,25.2273,8.32771,13.13503,551.03794
1100,5300,21.39533,7.25663,12.09275,541.6241
1150,5300,19.44456,6.66079,11.1391,548.23323
1200,5300,18.80568,6.48913,10.47192,560.09438
1250,5300,25.89607,8.78644,12.40015,671.12771
1300,5300,32.19085,9.63877,14.71427,766.86457
1350,5300,36.12761,9.30203,16.34705,826.88115
1400,5300,37.60659,9.7316,16.58817,846.0934
2200,5300,41.3571,5.98264,15.13292,688.90823
2250,5300,32.14824,7.06823,9.83235,562.16474
2300,5300,19.76186,6.90696,6.43231,426.69316
2350,5300,6.67549,4.60637,4.17675,282.08525
2400,5300,-3.41162,2.12455,2.79263,159.66602
2450,5300,-5.65074,1.49854,1.5504,102.94761
2500,5300,-4.27307,0.5072,-0.34297,55.2998
2550,5300,-0.92788,0.18571,-2.18736,25.10621
2600,5300,2.55965,-0.00979,-3.37414,15.71896
2650,5300,2.26724,-0.63069,-2.88402,24.60334
2700,5300,1.11931,-1.12683,-2.32584,33.14841
2750,5300,0.89798,-1.96288,-1.70704,37.35921
2800,5300,1.11723,-2.42793,-1.35025,31.46636
2850,5300,1.01876,-2.38695,-1.21264,15.59433
2900,5300,0.12618,-2.17729,-0.81059,7.63019
2950,5300,-0.40318,-1.94356,-0.43987,0.17091
3000,5300,-0.26405,-1.79072,-0.53785,-3.09357
3050,5300,0.18609,-1.69447,-0.93599,3.37198
3100,5300,0.01474,-1.79384,0.0947,17.15587
3150,5300,-0.30749,-1.82918,1.12141,28.54287
3200,5300,-0.44172,-1.83755,1.8275,29.91761
3250,5300,-0.00206,-1.9982,2.17593,18.94393
3300,5300,-0.52453,-3.27534,-0.27321,4.33414
3350,5300,0.91154,-4.4594,-1.87862,-8.83924
3400,5300,3.1211,-6.46495,-2.62221,-21.97051
3450,5300,3.7664,-8.73288,-2.38148,-36.97932
3500,5300,-4.36854,-6.14644,-1.64767,-57.54706
3550,5300,-10.8832,-5.65629,-0.11756,-39.45493
3600,5300,-16.4264,-5.08624,0.69386,-5.28898
3650,5300,-20.66901,-3.99337,0.62644,28.04964
3700,5300,-7.71321,-6.24912,2.43964,70.98657
3750,5300,-6.15873,-5.49542,0.46312,70.12315
3800,5300,-9.32905,-4.46373,-0.94407,54.42262
3850,5300,-12.56684,-4.11139,-0.57856,47.1132
3900,5300,-11.28811,-5.48727,0.41123,67.95282
3950,5300,-12.24484,0.42175,1.17508,109.14784
4000,5300,-8.73033,4.08802,1.90944,156.1761
4050,5300,-3.04958,4.87563,2.7065,194.42298
4100,5300,1.87849,3.74311,3.31645,204.00786
4150,5300,4.27312,3.48326,-0.08504,167.08429
4200,5300,4.52522,3.05428,-3.49742,120.18947
4250,5300,4.40217,3.03929,-6.33291,86.51344
4300,5300,5.64493,3.24692,-8.29052,78.1009
4350,5300,4.17961,1.1973,-6.20117,61.29266
4400,5300,3.00399,-0.42188,-4.2677,49.79325
4450,5300,1.26232,-0.84413,-3.62444,36.48656
4500,5300,-1.87836,-0.49997,-4.35297,14.99522
4550,5300,0.65993,-2.6188,-3.47783,14.03545
4600,5300,0.50199,-4.34185,-2.40544,9.08873
4650,5300,-1.11469,-4.63814,-1.53341,4.62361
4700,5300,-2.4719,-3.24263,-1.31126,5.77405
4750,5300,-2.38504,-2.33386,-1.72743,13.98562
4800,5300,-1.03248,-2.40041,-1.68397,27.28703
4850,5300,0.77699,-2.97249,-1.16429,42.44583
4900,5300,2.5456,-3.1786,-0.65909,53.14915
4950,5300,3.56294,-2.8039,-0.86151,50.4732
5000,5300,1.29624,-2.53843,-0.78595,46.46975
5050,5300,-2.27367,-1.97277,-0.97936,42.23708
5100,5300,-5.63934,-1.50046,-1.34734,36.94485
5150,5300,-5.01764,-1.65542,-0.74971,49.53954
5200,5300,-2.67721,-2.20183,-0.12098,48.01353
5250,5300,-0.59213,-2.41314,0.16727,38.88533
5300,5300,-0.0387,-1.63031,0.12508,30.72178
5350,5300,-1.88913,-0.99694,0.41083,26.94587
5400,5300,-3.22849,-3.24113,1.01821,15.14107
5450,5300,-5.0759,-4.11922,1.03967,4.06792
5500,5300,-7.50067,-3.10871,0.94512,-1.64703
5550,5300,-9.40763,-0.49968,0.51507,3.92973
5600,5300,-5.2433,-0.45167,0.04803,11.87931
5650,5300,-1.1164,-0.60975,0.22423,26.51369
5700,5300,2.73747,-1.54051,0.9489,40.93735
5750,5300,5.64397,-2.74177,1.14194,48.06777
5800,5300,3.54113,-1.53505,0.31209,43.43835
5850,5300,1.35617,-0.24143,-0.53377,42.03845
5900,5300,-0.42989,0.82652,-1.20458,45.73561
5950,5300,-1.87429,1.74853,-1.65612,53.08012
6000,5300,-2.63826,0.50522,-1.44774,44.34067
6050,5300,-3.3892,-0.78602,-1.034,30.35324
6100,5300,-4.48364,-1.6807,-0.43058,11.73105
6150,5300,-5.64653,-2.24792,0.20454,-8.09436
6200,5300,-4.88676,-1.92999,-0.12888,-5.48587
6250,5300,-3.43144,-1.85867,-0.25874,1.18728
6300,5300,-1.72101,-1.82561,-0.2748,9.70934
6350,5300,0.00961,-1.74722,-0.20333,19.0564
6400,5300,0.09812,-1.93374,0.72731,23.54816
6450,5300,3.02842,-3.30571,1.80806,28.79822
6500,5300,5.28579,-4.00782,1.91559,34.90999
6550,5300,5.64449,-3.74341,1.03845,43.01017
6600,5300,6.2166,-3.82,3.61875,60.54573
6650,5300,1.89545,-2.29299,3.46957,70.51535
6700,5300,-2.80099,-0.76289,2.75689,77.21724
6750,5300,-6.13876,-0.13724,2.71936,79.89729
6800,5300,-7.52231,-0.49637,3.62708,79.02374
6850,5300,-3.07859,1.28791,0.65813,84.37289
6900,5300,1.62134,2.48267,-1.7743,89.15858
6950,5300,5.51786,2.70424,-2.73755,94.77219
7000,5300,7.51997,1.99804,-2.3841,100.03818
7050,5300,2.32521,0.18936,-0.60957,114.38361
7100,5300,-0.96551,-1.23119,0.06135,140.14601
7150,5300,-1.51866,-1.59619,-0.21011,176.26982
7200,5300,0.00638,-0.49568,-0.20462,227.10062
7250,5300,5.28918,0.63243,2.84601,309.45325
7300,5300,11.15878,3.36657,6.06934,437.4163
7350,5300,17.28738,8.02593,8.67031,610.00119
7400,5300,24.44312,14.96841,10.88547,825.03594
0,5250,16.73657,5.12835,6.15398,401.76208
50,5250,15.80439,2.0754,5.8152,354.95565
100,5250,16.90144,1.10392,6.4541,331.16434
150,5250,18.81102,2.49288,8.08995,337.05575
200,5250,18.99393,4.808,9.2753,349.92899
250,5250,16.48165,7.16935,7.29368,347.10117
300,5250,13.56004,9.99746,5.67761,357.05934
350,5250,13.14686,13.02102,5.42935,395.24033
400,5250,17.14698,15.20506,6.23566,467.7274
450,5250,22.32524,15.98299,6.82936,533.80914
500,5250,27.8464,15.94148,7.50073,589.98116
550,5250,32.91869,15.97834,8.9873,642.81721
600,5250,33.84006,15.46845,11.40253,683.0315
650,5250,32.67722,13.83379,11.35427,654.5269
700,5250,31.57155,14.26834,11.18592,651.57538
750,5250,29.70357,16.7503,11.90922,669.29907
800,5250,26.32746,19.46059,13.58242,682.09898
850,5250,27.23153,14.54657,13.76704,648.20166
900,5250,26.48504,11.95062,14.60163,614.86655
950,5250,25.47003,10.86561,14.99869,579.30723
1000,5250,26.31619,9.23186,14.096,543.0014
1050,5250,25.24638,9.5217,14.34441,585.17985
1100,5250,27.48043,11.29478,14.41092,665.70994
1150,5250,32.22535,13.72936,14.0505,769.1291
1200,5250,37.60546,15.96587,13.7889,885.0479
1250,5250,41.60879,17.9136,13.84516,928.80865
2150,5250,43.82012,11.67253,15.0333,869.3198
2200,5250,34.17756,6.79495,11.02327,647.50207
2250,5250,27.56476,6.9296,5.78041,505.98125
2300,5250,15.14185,5.64525,3.75578,365.09264
2350,5250,3.63067,3.26679,2.83051,239.85282
2400,5250,-3.64226,1.39569,2.3834,143.58079
2450,5250,-5.58995,0.79316,1.99399,87.19106
2500,5250,-5.76064,0.7691,0.78492,43.58323
2550,5250,-4.81351,1.03821,-0.58713,17.84982
2600,5250,-3.98713,1.10746,-1.43596,11.62794
2650,5250,-3.7551,0.2522,-1.24183,20.08111
2700,5250,-3.3121,-0.43131,-1.69297,20.34586
2750,5250,-1.80518,-1.9487,-1.64456,19.75422
2800,5250,-0.5214,-3.17805,-1.53908,15.97632
2850,5250,0.00893,-3.74313,-1.44751,10.04784
2900,5250,-0.58935,-2.67649,-1.01027,4.52803
2950,5250,-0.29058,-1.70888,-0.77113,-3.59852
3000,5250,0.72057,-1.31442,-0.88703,-6.06288
3050,5250,1.88776,-1.24694,-0.92968,4.06444
3100,5250,0.37042,-1.94937,0.48967,16.26709
3150,5250,-1.22532,-2.23528,0.95294,24.72477
3200,5250,-2.43911,-2.27513,0.49986,23.9851
3250,5250,-3.05105,-2.52007,-0.33171,13.13308
3300,5250,-3.76788,-3.48908,-2.18007,-5.00467
3350,5250,-1.8129,-4.06726,-2.30198,-19.63206
3400,5250,0.07058,-5.30335,-1.89478,-40.68702
3450,5250,-0.93779,-6.591,-1.24875,-69.80365
3500,5250,-7.52222,-4.48705,-0.72651,-100.96413
3550,5250,-10.2536,-6.02392,1.14566,-65.76935
3600,5250,-12.23713,-6.32119,2.02744,-20.71037
3650,5250,-10.19053,-6.63935,2.92618,26.2914
3700,5250,1.88568,-8.72707,5.08166,79.10933
3750,5250,-3.87777,-5.36417,0.96668,76.22016
3800,5250,-12.36852,-3.13374,-0.89491,66.55052
3850,5250,-21.15988,-1.48489,-0.41986,62.50098
3900,5250,-26.13586,0.31792,0.59101,74.78339
3950,5250,-20.53291,2.72298,1.19551,110.62311
4000,5250,-11.84258,4.8437,1.3219,150.88187
4050,5250,-2.15814,5.53116,1.12667,182.6646
4100,5250,5.63919,5.4867,0.82892,193.97039
4150,5250,6.66369,3.13054,-0.74563,147.218
4200,5250,4.75579,1.88902,-2.2952,100.94972
4250,5250,2.15397,1.35081,-3.54813,64.09831
4300,5250,0.00325,0.74918,-4.45593,38.03747
4350,5250,-0.38376,0.6133,-3.7041,42.7001
4400,5250,-0.39892,0.09681,-3.34381,47.27642
4450,5250,-0.44098,0.03382,-3.6614,52.12625
4500,5250,0.00072,0.2452,-4.35339,57.93624
4550,5250,2.48726,-1.09501,-3.99728,39.83227
4600,5250,1.72938,-2.807,-2.99882,25.59225
4650,5250,-0.16031,-3.18569,-1.86757,20.25967
4700,5250,-1.86994,-2.24707,-1.13608,24.04465
4750,5250,-1.92198,-1.23935,-2.20729,31.79126
4800,5250,-0.1829,-1.97185,-2.11942,37.81234
4850,5250,1.94908,-3.0128,-1.59856,45.4442
4900,5250,4.06364,-3.35683,-1.36912,50.58614
4950,5250,5.64492,-2.73982,-1.65641,48.10641
5000,5250,2.19848,-2.47338,-1.17973,47.72222
5050,5250,-1.71946,-1.67253,-1.06373,48.2384
5100,5250,-4.87726,-0.83277,-1.2726,52.94229
5150,5250,-5.64903,-0.74727,-0.93669,66.94978
5200,5250,-3.53387,-1.76288,-0.13892,61.82826
5250,5250,-1.83642,-2.76489,0.83416,49.6443
5300,5250,-1.64164,-3.43961,2.09065,38.28277
5350,5250,-3.02679,-4.02819,3.4412,30.20896
5400,5250,-3.88844,-4.43009,2.61003,20.52709
5450,5250,-5.44038,-4.21968,1.44178,8.12897
5500,5250,-7.62952,-3.41065,0.85442,-2.99155
5550,5250,-8.79415,-2.15448,0.56005,-5.56164
5600,5250,-5.42278,-1.37323,0.02895,5.40394
5650,5250,-1.92057,-0.62976,-0.49047,16.37829
5700,5250,0.10375,-0.24741,-0.69266,21.73167
5750,5250,0.00418,0.24886,-1.34582,18.02161
5800,5250,0.66311,0.024,-1.027,27.30576
5850,5250,0.17835,-0.04574,-0.85469,32.45868
5900,5250,-0.33738,-0.30644,-0.65394,34.78082
5950,5250,0.00533,-0.9983,-0.41241,34.0328
6000,5250,-2.02389,-0.6033,-0.80885,35.12783
6050,5250,-3.38582,-1.0026,-1.03013,25.40417
6100,5250,-4.64175,-1.40984,-0.92856,9.64387
6150,5250,-5.69523,-1.40115,-0.57089,-3.70941
6200,5250,-5.0245,-1.17291,-0.5184,-3.15
6250,5250,-2.00298,-2.13003,-0.11019,2.75274
6300,5250,1.02043,-2.96947,0.26856,11.16274
6350,5250,2.75992,-3.22416,0.57395,19.55169
6400,5250,1.88146,-2.73984,1.03725,24.07986
6450,5250,4.86885,-4.11794,2.16377,28.20208
6500,5250,6.79176,-4.84785,2.90734,33.03628
6550,5250,8.008,-5.13684,3.62749,41.9821
6600,5250,9.39634,-5.48456,6.11437,60.03138
6650,5250,3.65924,-3.06055,4.50715,68.50345
6700,5250,-1.26019,-0.70426,2.84455,80.17141
6750,5250,-3.13453,0.91344,1.85419,92.02195
6800,5250,-1.88244,1.49648,1.03555,99.97677
6850,5250,-0.7002,2.50632,-0.14648,105.93725
6900,5250,0.53006,2.78259,-0.75654,107.17737
6950,5250,-0.10936,2.05756,-0.13234,105.52418
7000,5250,-3.75951,-0.00027,1.76238,100.9992
7050,5250,-3.33185,0.10513,1.40402,115.34165
7100,5250,-2.96103,-0.8958,0.80977,137.85709
7150,5250,-1.42749,-1.95828,0.19283,170.39125
7200,5250,1.88588,-2.24497,0.31343,216.04745
7250,5250,5.9612,-0.10165,2.79459,319.58373
7300,5250,11.64684,4.26022,6.71697,482.57461
7350,5250,19.39535,10.65119,11.38342,710.50223
8400,5250,30.80463,17.4628,14.84136,854.86873
8450,5250,30.08004,15.46696,12.8537,838.00695
8500,5250,25.53287,13.04737,14.20098,819.24366
8550,5250,20.40918,11.17334,15.42139,786.88258
8600,5250,15.28561,9.89283,16.62731,755.67417
0,5200,9.17643,6.1121,5.74669,390.63395
50,5200,11.12478,2.67444,4.94986,358.58624
100,5200,14.62479,1.4895,5.57384,344.08994
150,5200,18.41558,2.58046,7.61312,356.71354
200,5200,20.68149,5.49128,10.26286,390.06281
250,5200,18.17853,8.44646,7.61119,389.73154
300,5200,15.50008,13.27612,5.71696,422.62826
350,5200,15.05255,18.95634,5.60277,487.05038
400,5200,20.01362,18.35965,6.95274,540.79102
450,5200,21.91046,15.76882,7.21144,543.53936
500,5200,23.24201,12.58124,7.54068,523.84115
550,5200,24.61459,9.65996,9.42729,496.87159
600,5200,24.43922,6.48483,12.12772,472.97622
650,5200,25.12069,7.22592,11.30784,503.18972
700,5200,27.40592,9.40598,11.35929,565.98263
750,5200,30.70187,11.59215,12.36171,636.61233
800,5200,33.84716,11.72414,13.47861,679.04628
850,5200,28.15117,7.85473,12.60066,611.66338
900,5200,22.99021,7.84892,14.14554,578.46568
950,5200,19.12137,8.3983,15.88015,557.50139
1000,5200,16.91471,7.98137,16.16847,564.9381
1050,5200,23.62057,10.68947,17.10717,657.87649
1100,5200,33.6809,15.3965,17.8171,796.88285
2150,5200,31.13438,10.60742,12.70364,800.70839
2200,5200,20.34951,7.42187,7.5272,581.05646
2250,5200,16.92678,7.98614,1.86876,446.10642
2300,5200,5.18316,4.90091,1.74159,303.7222
2350,5200,-2.42356,2.16021,1.63458,200.6873
2400,5200,-5.844,0.4666,1.61451,128.16553
2450,5200,-5.63185,0.25129,2.07656,81.09073
2500,5200,-6.50221,1.03217,1.26686,39.17666
2550,5200,-7.37075,2.13367,0.25007,14.63349
2600,5200,-9.62766,3.47181,-0.91498,5.80777
2650,5200,-13.15721,4.73909,-2.38302,3.00927
2700,5200,-7.80691,1.80484,-2.06485,10.5454
2750,5200,-3.64754,-1.07024,-1.7157,11.9011
2800,5200,-1.56117,-2.57335,-1.39407,9.98342
2850,5200,-1.17727,-2.85775,-0.95432,7.30751
2900,5200,-1.88089,-1.99225,-0.41497,5.04909
2950,5200,-0.98938,-1.41108,-0.16848,-7.35816
3000,5200,-0.10063,-1.4652,-0.08206,-16.09038
3050,5200,0.005,-1.99886,0.1057,-17.01368
3100,5200,-0.27616,-2.9211,2.37299,15.1698
3150,5200,-1.74792,-2.87331,1.5861,28.32926
3200,5200,-3.10506,-2.37716,-0.2959,30.50664
3250,5200,-4.31033,-1.88957,-1.59804,25.64857
3300,5200,-7.52574,-1.99434,-2.49019,10.97847
3350,5200,-3.04304,-2.45378,-2.31644,-5.64315
3400,5200,-1.03119,-4.14823,-1.43446,-27.19803
3450,5200,-1.6208,-6.53124,0.10169,-48.52137
3500,5200,-3.76316,-8.98038,2.07184,-62.01996
3550,5200,-6.21751,-7.25608,1.87064,-42.88145
3600,5200,-7.0841,-5.56438,0.97648,-11.58123
3650,5200,-6.9517,-3.33041,-1.25673,18.84773
3700,5200,-6.57977,-0.37427,-4.92368,37.00021
3750,5200,-7.14245,0.45784,-4.29499,69.93489
3800,5200,-13.68078,0.5662,-2.82989,82.40298
3850,5200,-25.09,2.30716,-0.72297,85.96223
3900,5200,-35.71122,5.48819,0.83282,88.06475
3950,5200,-22.03758,3.63664,1.1435,114.06122
4000,5200,-9.84569,3.22368,0.37402,136.09756
4050,5200,-0.10557,3.23566,-1.46339,144.9281
4100,5200,7.52038,2.49074,-3.93887,129.94026
4150,5200,7.01786,0.00326,-2.01721,97.67077
4200,5200,3.65501,-0.59077,-0.79463,73.37714
4250,5200,-0.26074,-0.8941,0.73832,53.18413
4300,5200,-3.75837,-1.49909,3.00672,40.97448
4350,5200,-3.61856,-0.19945,0.60604,41.23118
4400,5200,-2.48249,-0.2463,-1.26565,43.74816
4450,5200,-0.89834,-0.1289,-2.76656,48.14284
4500,5200,1.82105,0.03658,-3.86331,50.48171
4550,5200,5.63206,-0.49843,-4.1496,38.9485
4600,5200,3.67046,-1.95157,-3.54184,25.11802
4650,5200,1.77018,-2.62596,-2.67971,19.91104
4700,5200,0.75541,-2.06252,-2.3834,23.82238
4750,5200,0.00228,-0.99442,-3.31606,33.07275
4800,5200,0.97997,-2.50189,-2.32734,33.7342
4850,5200,1.78965,-3.88653,-1.37896,39.46768
4900,5200,2.22971,-4.67483,-0.86517,46.85771
4950,5200,1.88514,-5.23731,-0.30881,51.06144
5000,5200,1.0452,-3.66484,-0.54792,48.30343
5050,5200,-0.53935,-2.07463,-0.67901,51.20112
5100,5200,-1.90634,-0.62688,-0.81935,61.75487
5150,5200,-2.118,0.01335,-0.76997,75.63998
5200,5200,-1.29286,-1.73958,-0.19081,65.71303
5250,5200,-0.48111,-3.78899,0.70434,50.09784
5300,5200,-0.53312,-5.62091,2.46051,36.45646
5350,5200,-1.87125,-7.48324,5.08289,28.07581
5400,5200,-2.06281,-6.14444,2.79657,25.96711
5450,5200,-3.30491,-4.88537,1.04518,13.99337
5500,5200,-5.061,-4.57802,0.64958,-3.84125
5550,5200,-5.63113,-4.74109,0.72927,-16.95468
5600,5200,-2.6036,-3.20986,0.25044,1.67122
5650,5200,-0.52002,-1.57572,-0.40952,11.96017
5700,5200,0.22674,-0.3167,-0.72865,18.18197
5750,5200,0.00436,0.49538,-0.72383,22.97528
5800,5200,-0.16533,0.36246,-1.21381,24.13633
5850,5200,-1.12327,-0.08882,-1.05293,26.60131
5900,5200,-2.45701,-0.50706,-0.63025,28.3003
5950,5200,-3.7551,-0.75156,-0.41264,28.98527
6000,5200,-3.61626,-0.25108,-0.76886,35.31991
6050,5200,-3.53054,-0.75577,-1.31862,27.40695
6100,5200,-3.90136,-1.05283,-1.62866,14.64469
6150,5200,-4.18868,-0.87666,-1.70397,4.57904
6200,5200,-3.75607,-0.4939,-1.44952,3.11088
6250,5200,0.50714,-2.62056,-0.42072,5.45857
6300,5200,4.75626,-4.6342,0.65518,12.32141
6350,5200,8.47828,-6.01525,1.37189,20.38788
6400,5200,11.2809,-6.98351,1.86627,26.03042
6450,5200,9.0726,-5.98347,2.49922,28.16606
6500,5200,7.40215,-5.14186,3.16244,29.65604
6550,5200,5.92697,-4.55843,3.52784,31.68272
6600,5200,3.75594,-3.74127,4.35197,35.98041
6650,5200,1.19681,-1.69739,2.73237,57.05147
6700,5200,-1.27853,0.81913,1.43533,81.51877
6750,5200,-2.36459,3.58943,0.36636,107.18327
6800,5200,-1.8825,6.48284,-0.83035,129.92962
6850,5200,-0.25777,4.76943,-0.6131,129.13014
6900,5200,0.01543,3.98276,-0.05001,125.30595
6950,5200,-2.10689,3.96969,1.31367,124.36799
7000,5200,-5.639,4.23798,3.11011,128.96059
7050,5200,-5.02072,2.72458,2.18472,125.18022
7100,5200,-3.50668,0.42864,1.26015,142.33047
7150,5200,-1.12109,-1.37064,0.77551,184.28408
7200,5200,1.8853,-1.99856,1.34973,252.9935
7250,5200,5.50628,-1.23483,2.59689,315.72291
7300,5200,9.63474,3.20185,6.23012,467.35082
7350,5200,14.51841,9.50163,11.29432,676.30053
8450,5200,33.83911,13.46822,14.92644,864.95086
8500,5200,27.39157,12.69464,14.82383,834.32679
8550,5200,20.89424,10.89382,15.11119,770.57117
8600,5200,16.36151,9.42859,15.06689,707.57036
8650,5200,16.92266,9.22789,14.61691,680.98524
8700,5200,27.16698,10.11276,14.97003,737.72614
0,5150,1.88535,4.99422,4.66691,323.12108
50,5150,6.14184,1.89673,3.18552,303.82743
100,5150,10.50012,0.23034,2.73795,293.85493
150,5150,14.82429,0.55379,3.24286,292.90064
200,5150,18.79981,2.24515,3.628,293.99948
250,5150,16.0734,5.47216,4.33333,341.05867
300,5150,15.05248,10.80357,4.81457,410.44186
350,5150,17.1161,16.42695,6.20378,498.96773
400,5150,22.56565,17.21569,7.98412,569.08943
450,5150,20.87242,13.79835,7.27375,521.29766
500,5150,19.40297,9.66743,6.74876,447.92287
550,5150,18.15205,6.08796,7.61558,371.78363
600,5150,16.91825,3.23885,8.70654,315.92031
650,5150,18.20657,3.99752,8.78147,383.5271
700,5150,23.38309,7.07088,10.4743,508.50483
750,5150,28.77037,9.89251,12.31781,625.80928
800,5150,30.59127,9.61681,12.81528,675.69382
850,5150,26.31919,4.9936,11.50583,621.06594
900,5150,22.95144,8.13212,14.93975,635.21435
950,5150,20.17854,9.49588,17.55066,628.97052
1000,5150,18.98185,9.2772,18.08813,643.61484
2100,5150,31.67786,17.13886,14.23916,900.59089
2150,5150,13.05766,8.46253,11.06798,657.43741
2200,5150,-4.32243,4.02653,9.1844,420.58806
2250,5150,-18.79364,2.99422,7.67329,237.05791
2300,5150,-14.68011,1.73794,5.05979,188.69077
2350,5150,-11.85254,0.44356,2.33451,146.07316
2400,5150,-10.17543,-0.22404,0.81813,101.3416
2450,5150,-9.39034,0.74788,1.04057,64.06396
2500,5150,-6.22614,0.97391,0.90194,28.10764
2550,5150,-5.23521,1.82495,0.75532,10.60556
2600,5150,-5.73245,2.58074,0.77731,10.77664
2650,5150,-5.63959,2.24104,1.14034,20.936
2700,5150,-3.56221,1.36721,-1.25474,17.90287
2750,5150,-1.33726,-0.74973,-1.75917,13.24706
2800,5150,-0.07864,-1.98877,-1.39177,8.18674
2850,5150,-0.23229,-1.76008,-0.6131,2.13197
2900,5150,-1.88308,-0.24932,0.517,-6.02101
2950,5150,-0.3739,-1.11463,0.65001,-10.51713
3000,5150,0.13229,-2.04356,1.53434,-11.2856
3050,5150,-0.02464,-3.19546,3.22175,-0.36224
3100,5150,-0.0053,-4.23953,5.699,31.98162
3150,5150,-0.84571,-3.41699,2.82876,35.9353
3200,5150,0.0829,-2.09101,-0.33438,40.02649
3250,5150,3.56071,-0.64309,-2.45099,48.52
3300,5150,7.51653,0.49835,-3.42215,56.96488
3350,5150,4.36789,-0.85633,-3.07717,23.67337
3400,5150,1.42927,-2.33631,-2.22969,1.14984
3450,5150,-1.28139,-3.94065,-1.21089,-5.90654
3500,5150,-3.76399,-4.99197,-0.31268,3.92552
3550,5150,-3.16736,-4.25713,0.28562,-0.17522
3600,5150,-1.67001,-2.74194,-0.62902,18.42232
3650,5150,-0.50079,-0.2783,-2.67071,51.47148
3700,5150,-0.00563,2.49035,-4.66701,87.88844
3750,5150,-1.15362,4.76852,-5.52429,105.76874
3800,5150,-5.04089,2.82848,-3.16611,117.99366
3850,5150,-11.2073,1.16042,-0.11264,129.47548
3900,5150,-13.15255,-0.00321,2.17984,145.00329
3950,5150,-4.62031,-1.93329,1.77535,132.33645
4000,5150,-0.76285,-1.18369,0.77149,128.21354
4050,5150,2.22564,-0.39643,-0.86596,121.5361
4100,5150,4.57331,-0.85356,-2.15951,100.36851
4150,5150,3.75441,-3.24106,-0.62424,65.98977
4200,5150,1.15413,-2.43704,0.26105,60.50918
4250,5150,-1.27946,-2.28082,1.6304,50.75873
4300,5150,-3.25379,-2.31375,2.79828,42.13427
4350,5150,-3.76763,-0.7458,1.03342,39.98428
4400,5150,-3.24193,-1.19865,-0.71339,34.9653
4450,5150,-2.32802,-0.9989,-2.33474,32.15961
4500,5150,-0.48744,-0.68209,-3.656,27.36466
4550,5150,1.64334,-0.97543,-4.28692,16.49678
4600,5150,1.55064,-2.05212,-3.85834,7.12237
4650,5150,2.08493,-3.03275,-2.83108,4.20003
4700,5150,4.31893,-3.75296,-2.07419,4.89099
4750,5150,7.52203,-4.73902,-2.07228,4.02792
4800,5150,2.81477,-4.52999,-1.11408,11.50345
4850,5150,0.86479,-4.68075,-0.59205,23.06055
4900,5150,0.38688,-4.57425,-0.80395,35.69748
4950,5150,0.00535,-3.99283,-1.34534,44.01702
5000,5150,0.79191,-3.77836,-0.8023,37.94325
5050,5150,1.11184,-2.89779,-0.42424,40.49433
5100,5150,1.33426,-1.62162,-0.50227,50.34336
5150,5150,1.88681,-0.24909,-0.72276,67.05744
5200,5150,1.64967,-2.59193,-0.43392,52.02475
5250,5150,1.91934,-4.24515,-0.68532,38.97699
5300,5150,2.73243,-5.33018,-1.06086,28.58996
5350,5150,3.76867,-5.98928,-1.86225,22.02994
5400,5150,1.74173,-5.25041,-0.76213,38.59031
5450,5150,-0.37861,-4.1721,-0.47941,28.71458
5500,5150,-1.54156,-3.97611,-0.13949,9.3457
5550,5150,-0.82302,-4.25262,0.23081,-2.23923
5600,5150,1.87964,-3.73824,0.20722,10.05722
5650,5150,1.86321,-2.29896,-0.47294,10.46068
5700,5150,1.16719,-1.05716,-0.93412,13.82367
5750,5150,0.50504,-0.34248,-1.30467,17.46297
5800,5150,-0.00318,-0.24791,-1.86715,19.00124
5850,5150,-1.52369,-0.57666,-1.42911,22.28209
5900,5150,-3.06363,-0.60761,-0.8443,26.02374
5950,5150,-3.94843,-0.32938,-0.51681,31.52597
6000,5150,-3.76326,0.50107,-0.72695,41.01003
6050,5150,-3.2557,-0.41675,-1.42404,30.66291
6100,5150,-2.55271,-1.22954,-2.01551,19.28735
6150,5150,-0.95917,-1.76468,-2.3506,10.32842
6200,5150,1.884,-2.2428,-2.38243,3.06847
6250,5150,4.01042,-4.09198,-0.67399,5.10481
6300,5150,6.63432,-5.70608,0.74522,11.50374
6350,5150,9.25769,-6.46109,1.53364,20.59064
